"Hour";"Subscriber Country Name";"Subscriber Operator Name";"Origin Operator Name";"SUM Transactions";"# Successes";"Prefix"
"2016/12/08 06:00:00";"Italy";"VODAFONE (IT)";"MOVISTAR (PE)";"6";"5";"22210"
"2016/12/08 06:00:00";"Brazil";"VIVO (BR)";"MOVISTAR (PE)";"72";"29";"72406"
"2016/12/08 06:00:00";"Brazil";"VIVO (BR)";"MOVISTAR (PE)";"57";"24";"72410"
"2016/12/08 06:00:00";"Canada";"TELUS (CA)";"MOVISTAR (PE)";"55";"21";"302220"
"2016/12/08 06:00:00";"Canada";"VIDEOTRON (CA)";"MOVISTAR (PE)";"4";"1";"302500"
"2016/12/08 06:00:00";"Canada";"ROGERS WIRELESS (CA)";"MOVISTAR (PE)";"41";"15";"302370"
"2016/12/08 06:00:00";"France";"BOUYGUES TELECOM (FR)";"MOVISTAR (PE)";"10";"8";"20820"
"2016/12/08 06:00:00";"Jersey";"JERSEY TELECOMS (JE)";"MOVISTAR (PE)";"10";"2";"23450"
"2016/12/08 06:00:00";"Mexico";"NEXTEL (MX)";"MOVISTAR (PE)";"1";"1";"33409"
"2016/12/08 06:00:00";"Mexico";"TELCEL (MX)";"MOVISTAR (PE)";"2";"1";"33402"
"2016/12/08 06:00:00";"Mexico";"TELEFONICA MOVILES (MX)";"MOVISTAR (PE)";"68";"15";"334030"
"2016/12/08 06:00:00";"Belgium";"MOBISTAR (BE)";"MOVISTAR (PE)";"29";"9";"20610"
"2016/12/08 06:00:00";"Israel (State of)";"ORANGE (IL)";"MOVISTAR (PE)";"2";"1";"42501"
"2016/12/08 06:00:00";"India (Republic of)";"TATA DOCOMO (PUNJAB) (IN)";"MOVISTAR (PE)";"1";"1";"405042"
"2016/12/08 06:00:00";"Poland (Republic of)";"T-MOBILE (PL)";"MOVISTAR (PE)";"7";"4";"26002"
"2016/12/08 06:00:00";"Netherlands (Kingdom of the)";"KPN (NL)";"MOVISTAR (PE)";"2";"2";"20408"
"2016/12/08 06:00:00";"Netherlands (Kingdom of the)";"T-MOBILE NL (NL)";"MOVISTAR (PE)";"5";"3";"20416"
"2016/12/08 06:00:00";"Philippines (Republic of the)";"SMART (PH)";"MOVISTAR (PE)";"14";"8";"51503"
"2016/12/08 06:00:00";"Switzerland (Confederation of)";"SUNRISE (CH)";"MOVISTAR (PE)";"7";"3";"22802"
"2016/12/08 07:00:00";"Spain";"VODAFONE (ES)";"MOVISTAR (PE)";"4";"3";"21401"
"2016/12/08 07:00:00";"Brazil";"TIM (RIO NORTE) (BR)";"MOVISTAR (PE)";"1";"1";"72402"
"2016/12/08 07:00:00";"Brazil";"TIM (CENTRO SUL) (BR)";"MOVISTAR (PE)";"2";"1";"72404"
"2016/12/08 07:00:00";"Canada";"SASKATCHEWAN TELECOMMUNICATIONS (CA)";"MOVISTAR (PE)";"1";"1";"302780"
"2016/12/08 07:00:00";"Romania";"VODAFONE (RO)";"MOVISTAR (PE)";"9";"3";"22601"
"2016/12/08 07:00:00";"Colombia";"OLA - TIGO (CO)";"MOVISTAR (PE)";"46";"21";"732111"
"2016/12/08 07:00:00";"Czech Republic";"O2 (CZ)";"MOVISTAR (PE)";"1";"1";"23002"
"2016/12/08 07:00:00";"Czech Republic";"RADIOMOBIL T-MOBILE (CZ)";"MOVISTAR (PE)";"2";"2";"23001"
"2016/12/08 07:00:00";"Russian Federation";"VIMPELCOM (RU)";"MOVISTAR (PE)";"4";"2";"25099"
"2016/12/08 07:00:00";"India (Republic of)";"TATA DOCOMO (HIMCHAD PRADESH) (IN)";"MOVISTAR (PE)";"6";"1";"40449"
"2016/12/08 07:00:00";"Korea (Republic of)";"SK TELECOM (KR)";"MOVISTAR (PE)";"1";"1";"45005"
"2016/12/08 07:00:00";"Bolivia (Republic of)";"NUEVATEL (BO)";"MOVISTAR (PE)";"52";"28";"73601"
"2016/12/08 07:00:00";"Paraguay (Republic of)";"PERSONAL (PY)";"MOVISTAR (PE)";"2";"1";"74405"
"2016/12/08 07:00:00";"Netherlands (Kingdom of the)";"TELFORT (NL)";"MOVISTAR (PE)";"1";"1";"20412"
"2016/12/08 07:00:00";"Netherlands (Kingdom of the)";"VODAFONE (NL)";"MOVISTAR (PE)";"3210";"1052";"20404"
"2016/12/08 07:00:00";"Germany (Federal Republic of)";"O2 (DE)";"MOVISTAR (PE)";"146";"30";"26207"
"2016/12/08 07:00:00";"Germany (Federal Republic of)";"E-PLUS (DE)";"MOVISTAR (PE)";"19";"10";"26203"
