"Hour";"Subscriber Country Name";"Subscriber Operator Name";"Origin Operator Name";"SUM Transactions";"# Successes";"Prefix"
"2016/12/18 08:00:00";"Chile";"VTR (CL)";"MOVISTAR (PE)";"1";"1";"73008"
"2016/12/18 08:00:00";"Italy";"WIND (IT)";"MOVISTAR (PE)";"35";"21";"22288"
"2016/12/18 08:00:00";"Spain";"ORANGE (ES)";"MOVISTAR (PE)";"14";"7";"21403"
"2016/12/18 08:00:00";"Spain";"VODAFONE (ES)";"MOVISTAR (PE)";"11";"4";"21406"
"2016/12/18 08:00:00";"Brazil";"VIVO BRATC (BR)";"MOVISTAR (PE)";"32";"7";"72423"
"2016/12/18 08:00:00";"Canada";"TELUS (CA)";"MOVISTAR (PE)";"28";"18";"302220"
"2016/12/18 08:00:00";"Canada";"ROGERS WIRELESS (CA)";"MOVISTAR (PE)";"34";"18";"302370"
"2016/12/18 08:00:00";"France";"BOUYGUES TELECOM (FR)";"MOVISTAR (PE)";"11";"7";"20820"
"2016/12/18 08:00:00";"Jersey";"JERSEY TELECOMS (JE)";"MOVISTAR (PE)";"17";"2";"23450"
"2016/12/18 08:00:00";"Sweden";"TELENOR (SE)";"MOVISTAR (PE)";"121";"104";"24008"
"2016/12/18 08:00:00";"Finland";"DNA FINLAND (FI)";"MOVISTAR (PE)";"1";"1";"24412"
"2016/12/18 08:00:00";"Colombia";"OLA - TIGO (CO)";"MOVISTAR (PE)";"87";"35";"732111"
"2016/12/18 08:00:00";"Portugal";"OPTIMUS (PT)";"MOVISTAR (PE)";"6";"2";"26803"
"2016/12/18 08:00:00";"Israel (State of)";"ORANGE (IL)";"MOVISTAR (PE)";"2";"1";"42501"
"2016/12/18 08:00:00";"Argentine Republic";"PERSONAL (AR)";"MOVISTAR (PE)";"695";"220";"72234"
"2016/12/18 08:00:00";"India (Republic of)";"AIRCEL (WEST BENGAL) (IN)";"MOVISTAR (PE)";"7";"1";"40492"
"2016/12/18 08:00:00";"India (Republic of)";"AIRCEL DIGILINK (Haryana) (IN)";"MOVISTAR (PE)";"2";"1";"40490"
"2016/12/18 08:00:00";"Korea (Republic of)";"LG UPLUS (KR)";"MOVISTAR (PE)";"1";"1";"45006"
"2016/12/18 08:00:00";"Netherlands Antilles";"DIGICEL CURACAO (AN)";"MOVISTAR (PE)";"2";"1";"36269"
"2016/12/18 08:00:00";"Indonesia (Republic of)";"TELKOMSEL (ID)";"MOVISTAR (PE)";"2";"1";"51010"
"2016/12/18 08:00:00";"United States of America";"AT&T MOBILITY (US)";"MOVISTAR (PE)";"10";"5";"310170"
"2016/12/18 08:00:00";"El Salvador (Republic of)";"MOVISTAR (SV)";"MOVISTAR (PE)";"1";"1";"70604"
"2016/12/18 08:00:00";"El Salvador (Republic of)";"TELEMOVIL - TIGO (SV)";"MOVISTAR (PE)";"1";"1";"70603"
"2016/12/18 08:00:00";"China (People's Republic of)";"CHINA MOBILE (CN)";"MOVISTAR (PE)";"9";"4";"46000"
"2016/12/18 08:00:00";"Netherlands (Kingdom of the)";"KPN (NL)";"MOVISTAR (PE)";"1";"1";"20408"
"2016/12/18 08:00:00";"Philippines (Republic of the)";"GLOBE TELECOM (PH)";"MOVISTAR (PE)";"15";"2";"51502"
"2016/12/18 08:00:00";"Switzerland (Confederation of)";"SWISSCOM (CH)";"MOVISTAR (PE)";"2";"1";"22801"
"2016/12/18 08:00:00";"United Kingdom of Great Britain and Northern Ireland";"ORANGE (GB)";"MOVISTAR (PE)";"3";"2";"23433"
"2016/12/18 09:00:00";"Italy";"H3G (IT)";"MOVISTAR (PE)";"11";"5";"22299"
"2016/12/18 09:00:00";"Italy";"TIM (IT)";"MOVISTAR (PE)";"17";"6";"22201"
"2016/12/18 09:00:00";"Italy";"VODAFONE (IT)";"MOVISTAR (PE)";"4";"3";"22210"
"2016/12/18 09:00:00";"Japan";"DOCOMO (JP)";"MOVISTAR (PE)";"23";"10";"44010"
"2016/12/18 09:00:00";"Spain";"VODAFONE (ES)";"MOVISTAR (PE)";"12";"6";"21401"
"2016/12/18 09:00:00";"Brazil";"VIVO (BR)";"MOVISTAR (PE)";"65";"20";"72410"
"2016/12/18 09:00:00";"Brazil";"VIVO BRATC (BR)";"MOVISTAR (PE)";"15";"7";"72423"
"2016/12/18 09:00:00";"Jersey";"JERSEY TELECOMS (JE)";"MOVISTAR (PE)";"31";"3";"23450"
"2016/12/18 09:00:00";"Mexico";"TELEFONICA MOVILES (MX)";"MOVISTAR (PE)";"67";"24";"334030"
"2016/12/18 09:00:00";"Sweden";"COMVIQ - TELE2 (SE)";"MOVISTAR (PE)";"38";"6";"24007"
"2016/12/18 09:00:00";"Ecuador";"CONECEL (EC)";"MOVISTAR (PE)";"1";"1";"74001"
"2016/12/18 09:00:00";"Portugal";"OPTIMUS (PT)";"MOVISTAR (PE)";"9";"3";"26803"
"2016/12/18 09:00:00";"Costa Rica";"MOVISTAR (CR)";"MOVISTAR (PE)";"14";"4";"71204"
"2016/12/18 09:00:00";"Israel (State of)";"ORANGE (IL)";"MOVISTAR (PE)";"5";"2";"42501"
"2016/12/18 09:00:00";"Argentine Republic";"MOVISTAR (AR)";"MOVISTAR (PE)";"545";"158";"72207"
"2016/12/18 09:00:00";"Argentine Republic";"PERSONAL (AR)";"MOVISTAR (PE)";"701";"227";"72234"
"2016/12/18 09:00:00";"India (Republic of)";"AIRCEL (WEST BENGAL) (IN)";"MOVISTAR (PE)";"13";"1";"40492"
"2016/12/18 09:00:00";"India (Republic of)";"VEMSL VODAFONE  (DELHI) (IN)";"MOVISTAR (PE)";"5";"1";"40411"
"2016/12/18 09:00:00";"India (Republic of)";"AIRCEL DIGILINK (Haryana) (IN)";"MOVISTAR (PE)";"3";"1";"40490"
"2016/12/18 09:00:00";"Cyprus (Republic of)";"CYTA (CY)";"MOVISTAR (PE)";"5";"1";"28001"
"2016/12/18 09:00:00";"Bolivia (Republic of)";"NUEVATEL (BO)";"MOVISTAR (PE)";"95";"65";"73601"
"2016/12/18 09:00:00";"Netherlands (Kingdom of the)";"T-MOBILE NL (NL)";"MOVISTAR (PE)";"9";"4";"20416"
"2016/12/18 09:00:00";"Germany (Federal Republic of)";"O2 (DE)";"MOVISTAR (PE)";"175";"42";"26207"
"2016/12/18 09:00:00";"Switzerland (Confederation of)";"SWISSCOM (CH)";"MOVISTAR (PE)";"10";"7";"22801"
