"Hour";"Subscriber Country Name";"Subscriber Operator Name";"Origin Operator Name";"SUM Transactions";"# Successes";"Prefix"
"2017/01/04 08:00:00";"Russian Federation";"MEGAFON (RU)";"MOVISTAR (PE)";"3";"2";"25002"
"2017/01/04 07:00:00";"Panama (Republic of)";"TELEFONICA PANAMA (PA)";"MOVISTAR (PE)";"59";"13";"714020"
"2017/01/04 08:00:00";"Brazil";"VIVO (BR)";"MOVISTAR (PE)";"87";"26";"72406"
"2017/01/04 07:00:00";"Hongkong, China";"CSL LTD (HK)";"MOVISTAR (PE)";"1";"1";"45400"
"2017/01/04 07:00:00";"Canada";"BELL MOBILITY (CA)";"MOVISTAR (PE)";"5";"4";"302610"
"2017/01/04 07:00:00";"Bolivia (Republic of)";"MOVIL DE ENTEL (BO)";"MOVISTAR (PE)";"1";"1";"73602"
"2017/01/04 08:00:00";"China (People's Republic of)";"CHINA MOBILE (CN)";"MOVISTAR (PE)";"13";"6";"46002"
"2017/01/04 07:00:00";"Turkey";"VODAFONE (TR)";"MOVISTAR (PE)";"2";"1";"28602"
"2017/01/04 07:00:00";"Russian Federation";"VIMPELCOM (RU)";"MOVISTAR (PE)";"121";"4";"25099"
"2017/01/04 08:00:00";"Hongkong, China";"SMARTONE (HK)";"MOVISTAR (PE)";"1";"1";"45406"
"2017/01/04 07:00:00";"Italy";"TIM (IT)";"MOVISTAR (PE)";"16";"9";"22201"
"2017/01/04 07:00:00";"Russian Federation";"MEGAFON (RU)";"MOVISTAR (PE)";"6";"1";"25002"
"2017/01/04 07:00:00";"Hongkong, China";"HKT PCCW (HK)";"MOVISTAR (PE)";"1";"1";"45419"
"2017/01/04 08:00:00";"New Zealand";"VODAFONE (NZ)";"MOVISTAR (PE)";"1";"1";"53001"
"2017/01/04 08:00:00";"United Kingdom of Great Britain and Northern Ireland";"VODAFONE (GB)";"MOVISTAR (PE)";"3";"2";"23415"
"2017/01/04 08:00:00";"United States of America";"T-MOBILE (US)";"MOVISTAR (PE)";"5776";"1661";"310260"
"2017/01/04 08:00:00";"Colombia";"MOVISTAR (CO)";"MOVISTAR (PE)";"3";"3";"732123"
"2017/01/04 07:00:00";"El Salvador (Republic of)";"MOVISTAR (SV)";"MOVISTAR (PE)";"1";"1";"70604"
"2017/01/04 08:00:00";"Germany (Federal Republic of)";"E-PLUS (DE)";"MOVISTAR (PE)";"49";"15";"26203"
"2017/01/04 08:00:00";"United States of America";"AT&T MOBILITY (US)";"MOVISTAR (PE)";"2";"2";"310170"
"2017/01/04 08:00:00";"Japan";"DOCOMO (JP)";"MOVISTAR (PE)";"26";"14";"44010"
"2017/01/04 08:00:00";"Argentine Republic";"MOVISTAR (AR)";"MOVISTAR (PE)";"802";"233";"72207"
"2017/01/04 07:00:00";"Brazil";"VIVO (BR)";"MOVISTAR (PE)";"76";"27";"72411"
"2017/01/04 08:00:00";"Romania";"VODAFONE (RO)";"MOVISTAR (PE)";"4";"1";"22601"
"2017/01/04 07:00:00";"United States of America";"VERIZON WIRELESS (US)";"MOVISTAR (PE)";"87";"46";"311480"
"2017/01/04 07:00:00";"India (Republic of)";"AIRCEL (WEST BENGAL) (IN)";"MOVISTAR (PE)";"2";"1";"40492"
"2017/01/04 08:00:00";"Brazil";"TIM (CENTRO SUL) (BR)";"MOVISTAR (PE)";"1";"1";"72404"
"2017/01/04 08:00:00";"Malaysia";"U-MOBILE (MY)";"MOVISTAR (PE)";"1";"1";"50218"
"2017/01/04 07:00:00";"Italy";"VODAFONE (IT)";"MOVISTAR (PE)";"12";"7";"22210"
"2017/01/04 08:00:00";"Sweden";"COMVIQ - TELE2 (SE)";"MOVISTAR (PE)";"16";"9";"24007"
"2017/01/04 07:00:00";"Indonesia (Republic of)";"TELKOMSEL (ID)";"MOVISTAR (PE)";"1";"1";"51010"
"2017/01/04 07:00:00";"United States of America";"T-MOBILE (US)";"MOVISTAR (PE)";"5942";"1711";"310260"
"2017/01/04 07:00:00";"Canada";"ROGERS WIRELESS (CA)";"MOVISTAR (PE)";"11";"8";"302720"
"2017/01/04 07:00:00";"Germany (Federal Republic of)";"TELEKOM (DE)";"MOVISTAR (PE)";"25";"9";"26201"
"2017/01/04 07:00:00";"Germany (Federal Republic of)";"O2 (DE)";"MOVISTAR (PE)";"218";"55";"26207"
"2017/01/04 07:00:00";"Korea (Republic of)";"LG UPLUS (KR)";"MOVISTAR (PE)";"2";"1";"45006"
"2017/01/04 07:00:00";"Jersey";"JERSEY TELECOMS (JE)";"MOVISTAR (PE)";"2";"1";"23450"
"2017/01/04 08:00:00";"Mexico";"TELEFONICA MOVILES (MX)";"MOVISTAR (PE)";"47";"19";"334030"
"2017/01/04 08:00:00";"Austria";"H3G AUSTRIA (AT)";"MOVISTAR (PE)";"3";"3";"23205"
"2017/01/04 08:00:00";"India (Republic of)";"AIRCEL DIGILINK (Rajasthan) (IN)";"MOVISTAR (PE)";"5";"1";"40498"
"2017/01/04 07:00:00";"Canada";"TELUS (CA)";"MOVISTAR (PE)";"18";"10";"302220"
"2017/01/04 08:00:00";"Israel (State of)";"CELLCOM (IL)";"MOVISTAR (PE)";"2";"2";"42502"
"2017/01/04 07:00:00";"Chile";"ENTEL PCS (CL)";"MOVISTAR (PE)";"310";"144";"73001"
"2017/01/04 07:00:00";"Canada";"ROGERS WIRELESS (CA)";"MOVISTAR (PE)";"26";"16";"302370"
"2017/01/04 08:00:00";"Spain";"VODAFONE (ES)";"MOVISTAR (PE)";"12";"3";"21406"
"2017/01/04 08:00:00";"Brazil";"VIVO (BR)";"MOVISTAR (PE)";"48";"24";"72411"
"2017/01/04 08:00:00";"United States of America";"AT&T MOBILITY (US)";"MOVISTAR (PE)";"257";"99";"310410"
"2017/01/04 08:00:00";"Mexico";"IUSACELL (MX)";"MOVISTAR (PE)";"9";"6";"334050"
"2017/01/04 07:00:00";"Switzerland (Confederation of)";"ORANGE (CH)";"MOVISTAR (PE)";"18";"7";"22803"
"2017/01/04 07:00:00";"Mexico";"TELCEL (MX)";"MOVISTAR (PE)";"3";"1";"33402"
"2017/01/04 07:00:00";"Ecuador";"MOVISTAR (EC)";"MOVISTAR (PE)";"301";"88";"74000"
"2017/01/04 08:00:00";"Colombia";"COMCEL (CO)";"MOVISTAR (PE)";"2";"2";"732101"
"2017/01/04 07:00:00";"Netherlands (Kingdom of the)";"VODAFONE (NL)";"MOVISTAR (PE)";"3999";"1116";"20404"
"2017/01/04 08:00:00";"France";"BOUYGUES TELECOM (FR)";"MOVISTAR (PE)";"6";"5";"20820"
"2017/01/04 07:00:00";"United States of America";"SPRINT PCS (US)";"MOVISTAR (PE)";"210";"105";"310120"
"2017/01/04 07:00:00";"Chile";"TELEFONICA (CL)";"MOVISTAR (PE)";"1537";"493";"73002"
"2017/01/04 08:00:00";"India (Republic of)";"BHARTI AIRTEL (Nueva Delhi) (IN)";"MOVISTAR (PE)";"2";"1";"40554"
"2017/01/04 08:00:00";"Bolivia (Republic of)";"NUEVATEL (BO)";"MOVISTAR (PE)";"92";"49";"73601"
"2017/01/04 07:00:00";"Brazil";"VIVO (BR)";"MOVISTAR (PE)";"80";"21";"72410"
"2017/01/04 08:00:00";"United States of America";"SPRINT PCS (US)";"MOVISTAR (PE)";"176";"84";"310120"
"2017/01/04 08:00:00";"Guatemala (Republic of)";"TELEFONICA GUATEMALA (GT)";"MOVISTAR (PE)";"4";"2";"70403"
"2017/01/04 08:00:00";"Portugal";"TMN (PT)";"MOVISTAR (PE)";"9";"1";"26806"
"2017/01/04 07:00:00";"Spain";"VODAFONE (ES)";"MOVISTAR (PE)";"14";"5";"21406"
"2017/01/04 07:00:00";"Nicaragua";"TELEFONICA DE NICARAGUA (NI)";"MOVISTAR (PE)";"16";"4";"710300"
