"Hour";"Subscriber Operator Name";"Origin Country Name";"Origin Operator Name";"SUM Transactions";"# Successes"
"2016/12/11 10:00:00";"MOVISTAR (PE)";"Brazil";"VIVO (BR)";"1";"1"
"2016/12/11 10:00:00";"MOVISTAR (PE)";"Uruguay (Eastern Republic of)";"MOVISTAR (UY)";"15";"3"
"2016/12/11 11:00:00";"MOVISTAR (PE)";"Italy";"WIND (IT)";"6";"1"
"2016/12/11 11:00:00";"MOVISTAR (PE)";"Brazil";"VIVO (BR)";"1";"1"
"2016/12/11 11:00:00";"MOVISTAR (PE)";"Portugal";"TMN (PT)";"1";"1"
"2016/12/11 11:00:00";"MOVISTAR (PE)";"Nicaragua";"TELEFONICA DE NICARAGUA (NI)";"1";"1"
"2016/12/11 11:00:00";"MOVISTAR (PE)";"Roaming HUB";"ROAMING HUB (RH)";"2";"2"
"2016/12/11 11:00:00";"MOVISTAR (PE)";"India (Republic of)";"BHARTI AIRTEL (Nueva Delhi) (IN)";"5";"1"
"2016/12/11 11:00:00";"MOVISTAR (PE)";"Guatemala (Republic of)";"TELEFONICA GUATEMALA (GT)";"10";"2"
"2016/12/11 11:00:00";"MOVISTAR (PE)";"Singapore (Republic of)";"STARHUB (SG)";"1";"1"
"2016/12/11 11:00:00";"MOVISTAR (PE)";"United States of America";"T-MOBILE (US)";"61";"27"
"2016/12/11 11:00:00";"MOVISTAR (PE)";"United States of America";"AT&T MOBILITY (US)";"28";"16"
"2016/12/11 11:00:00";"MOVISTAR (PE)";"Uruguay (Eastern Republic of)";"MOVISTAR (UY)";"17";"4"
"2016/12/11 10:00:00";"MOVISTAR (PE)";"Japan";"DOCOMO (JP)";"8";"1"
"2016/12/11 10:00:00";"MOVISTAR (PE)";"Spain";"MOVISTAR (ES)";"98";"20"
"2016/12/11 10:00:00";"MOVISTAR (PE)";"Canada";"BELL MOBILITY (CA)";"1";"1"
"2016/12/11 10:00:00";"MOVISTAR (PE)";"France";"SFR (FR)";"6";"2"
"2016/12/11 10:00:00";"MOVISTAR (PE)";"Ecuador";"MOVISTAR (EC)";"26";"6"
"2016/12/11 10:00:00";"MOVISTAR (PE)";"Roaming HUB";"ROAMING HUB (RH)";"3";"2"
"2016/12/11 10:00:00";"MOVISTAR (PE)";"India (Republic of)";"BHARTI AIRTEL (Karnataka) (IN)";"1";"1"
"2016/12/11 10:00:00";"MOVISTAR (PE)";"Germany (Federal Republic of)";"O2 (DE)";"4";"3"
"2016/12/11 10:00:00";"MOVISTAR (PE)";"Switzerland (Confederation of)";"SUNRISE (CH)";"1";"1"
"2016/12/11 11:00:00";"MOVISTAR (PE)";"France";"SFR (FR)";"1";"1"
"2016/12/11 11:00:00";"MOVISTAR (PE)";"Jamaica";"DIGICEL (JM)";"18";"1"
"2016/12/11 11:00:00";"MOVISTAR (PE)";"Dominican Republic";"ORANGE (DO)";"1";"1"
"2016/12/11 11:00:00";"MOVISTAR (PE)";"Trinidad and Tobago";"DIGICEL (TT)";"28";"1"
"2016/12/11 10:00:00";"MOVISTAR (PE)";"Chile";"TELEFONICA (CL)";"6";"5"
"2016/12/11 10:00:00";"MOVISTAR (PE)";"Italy";"H3G (IT)";"1";"1"
"2016/12/11 10:00:00";"MOVISTAR (PE)";"France";"ORANGE F (FR)";"15";"3"
"2016/12/11 10:00:00";"MOVISTAR (PE)";"Argentine Republic";"MOVISTAR (AR)";"5";"5"
"2016/12/11 10:00:00";"MOVISTAR (PE)";"Korea (Republic of)";"SK TELECOM (KR)";"1";"1"
