"Hour";"Subscriber Country Name";"Subscriber Operator Name";"Origin Operator Name";"SUM Transactions";"# Successes";"Prefix"
"2016/10/14 10:00:00";"Chile";"ENTEL PCS (CL)";"MOVISTAR (PE)";"5";"5";"73001"
"2016/10/14 10:00:00";"Japan";"KDDI (JP)";"MOVISTAR (PE)";"1";"1";"44051"
"2016/10/14 10:00:00";"Spain";"MOVISTAR (ES)";"MOVISTAR (PE)";"8";"3";"21405"
"2016/10/14 10:00:00";"Canada";"TELUS (CA)";"MOVISTAR (PE)";"8";"5";"302220"
"2016/10/14 10:00:00";"Canada";"SASKATCHEWAN TELECOMMUNICATIONS (CA)";"MOVISTAR (PE)";"1";"1";"302780"
"2016/10/14 10:00:00";"France";"SFR (FR)";"MOVISTAR (PE)";"114";"16";"20810"
"2016/10/14 10:00:00";"Jersey";"JERSEY TELECOMS (JE)";"MOVISTAR (PE)";"1";"1";"23450"
"2016/10/14 10:00:00";"Belgium";"MOBISTAR (BE)";"MOVISTAR (PE)";"29";"17";"20610"
"2016/10/14 10:00:00";"Belgium";"PROXIMUS (BE)";"MOVISTAR (PE)";"27";"17";"20601"
"2016/10/14 10:00:00";"Ecuador";"MOVISTAR (EC)";"MOVISTAR (PE)";"534";"170";"74000"
"2016/10/14 10:00:00";"Nicaragua";"TELEFONICA DE NICARAGUA (NI)";"MOVISTAR (PE)";"31";"9";"710300"
"2016/10/14 10:00:00";"Czech Republic";"RADIOMOBIL T-MOBILE (CZ)";"MOVISTAR (PE)";"9";"2";"23001"
"2016/10/14 10:00:00";"Hongkong, China";"CHINA MOBILE (HK)";"MOVISTAR (PE)";"6";"4";"45412"
"2016/10/14 10:00:00";"Argentine Republic";"MOVISTAR (AR)";"MOVISTAR (PE)";"300";"99";"72207"
"2016/10/14 10:00:00";"Russian Federation";"MEGAFON (RU)";"MOVISTAR (PE)";"3";"2";"25002"
