"Hour";"Subscriber Operator Name";"Origin Country Name";"Origin Operator Name";"SUM Transactions";"# Successes"
"2016/10/23 10:00:00";"MOVISTAR (PE)";"Israel (State of)";"PELEPHONE (IL)";"3";"2"
"2016/10/23 10:00:00";"MOVISTAR (PE)";"Dominican Republic";"ORANGE (DO)";"1";"1"
"2016/10/23 10:00:00";"MOVISTAR (PE)";"Croatia (Republic of)";"CROATIAN TELECOM T-MOBILE (HR)";"2";"1"
"2016/10/23 10:00:00";"MOVISTAR (PE)";"United States of America";"T-MOBILE (US)";"110";"42"
"2016/10/23 10:00:00";"MOVISTAR (PE)";"Venezuela (Bolivarian Republic of)";"MOVISTAR (VE)";"2";"1"
"2016/10/23 10:00:00";"MOVISTAR (PE)";"United Kingdom of Great Britain and Northern Ireland";"H3G (GB)";"1";"1"
"2016/10/23 11:00:00";"MOVISTAR (PE)";"Japan";"DOCOMO (JP)";"4";"2"
"2016/10/23 11:00:00";"MOVISTAR (PE)";"Sweden";"TELENOR (SE)";"1";"1"
"2016/10/23 11:00:00";"MOVISTAR (PE)";"Israel (State of)";"ORANGE (IL)";"1";"1"
"2016/10/23 11:00:00";"MOVISTAR (PE)";"Argentine Republic";"MOVISTAR (AR)";"4";"4"
"2016/10/23 11:00:00";"MOVISTAR (PE)";"Dominican Republic";"ORANGE (DO)";"3";"3"
"2016/10/23 11:00:00";"MOVISTAR (PE)";"United Arab Emirates";"ETISALAT (AE)";"1";"1"
"2016/10/23 11:00:00";"MOVISTAR (PE)";"Bolivia (Republic of)";"NUEVATEL (BO)";"5";"4"
"2016/10/23 11:00:00";"MOVISTAR (PE)";"Croatia (Republic of)";"CROATIAN TELECOM T-MOBILE (HR)";"2";"1"
"2016/10/23 11:00:00";"MOVISTAR (PE)";"Colombia (Republic of)";"MOVISTAR (CO)";"106";"24"
"2016/10/23 11:00:00";"MOVISTAR (PE)";"United States of America";"AT&T MOBILITY (US)";"69";"29"
"2016/10/23 11:00:00";"MOVISTAR (PE)";"Uruguay (Eastern Republic of)";"MOVISTAR (UY)";"14";"3"
"2016/10/23 11:00:00";"MOVISTAR (PE)";"Switzerland (Confederation of)";"SUNRISE (CH)";"1";"1"
"2016/10/23 11:00:00";"MOVISTAR (PE)";"Switzerland (Confederation of)";"SWISSCOM (CH)";"1";"1"
"2016/10/23 10:00:00";"MOVISTAR (PE)";"Chile";"TELEFONICA (CL)";"3";"3"
"2016/10/23 10:00:00";"MOVISTAR (PE)";"Italy";"VODAFONE (IT)";"1";"1"
"2016/10/23 10:00:00";"MOVISTAR (PE)";"Spain";"MOVISTAR (ES)";"157";"31"
"2016/10/23 10:00:00";"MOVISTAR (PE)";"France";"SFR (FR)";"3";"3"
"2016/10/23 10:00:00";"MOVISTAR (PE)";"France";"BOUYGUES TELECOM (FR)";"8";"4"
"2016/10/23 10:00:00";"MOVISTAR (PE)";"Denmark";"HI3G 3 DK (DK)";"1";"1"
"2016/10/23 10:00:00";"MOVISTAR (PE)";"Portugal";"TMN (PT)";"1";"1"
"2016/10/23 10:00:00";"MOVISTAR (PE)";"Costa Rica";"MOVISTAR (CR)";"4";"1"
"2016/10/23 10:00:00";"MOVISTAR (PE)";"Panama (Republic of)";"TELEFONICA PANAMA (PA)";"21";"5"
"2016/10/23 11:00:00";"MOVISTAR (PE)";"France";"ORANGE F (FR)";"37";"18"
"2016/10/23 11:00:00";"MOVISTAR (PE)";"Norway";"TELENOR (NO)";"2";"1"
"2016/10/23 11:00:00";"MOVISTAR (PE)";"Costa Rica";"MOVISTAR (CR)";"3";"1"
"2016/10/23 11:00:00";"MOVISTAR (PE)";"Roaming HUB";"ROAMING HUB (RH)";"6";"3"
"2016/10/23 11:00:00";"MOVISTAR (PE)";"Brazil (Federative Republic of)";"TIM (RIO NORTE) (BR)";"1";"1"
"2016/10/23 10:00:00";"MOVISTAR (PE)";"Japan";"DOCOMO (JP)";"6";"2"
"2016/10/23 10:00:00";"MOVISTAR (PE)";"Sweden";"HI3G (SE)";"2";"1"
"2016/10/23 10:00:00";"MOVISTAR (PE)";"Israel (State of)";"ORANGE (IL)";"10";"4"
"2016/10/23 10:00:00";"MOVISTAR (PE)";"Germany (Federal Republic of)";"O2 (DE)";"42";"9"
"2016/10/23 10:00:00";"MOVISTAR (PE)";"Germany (Federal Republic of)";"TELEKOM (DE)";"4";"1"
"2016/10/23 10:00:00";"MOVISTAR (PE)";"Uruguay (Eastern Republic of)";"MOVISTAR (UY)";"15";"3"
"2016/10/23 11:00:00";"MOVISTAR (PE)";"Chile";"TELEFONICA (CL)";"6";"6"
"2016/10/23 11:00:00";"MOVISTAR (PE)";"Italy";"WIND (IT)";"3";"1"
"2016/10/23 11:00:00";"MOVISTAR (PE)";"Spain";"MOVISTAR (ES)";"147";"29"
"2016/10/23 11:00:00";"MOVISTAR (PE)";"France";"BOUYGUES TELECOM (FR)";"11";"6"
"2016/10/23 11:00:00";"MOVISTAR (PE)";"Mexico";"NEXTEL (MX)";"2";"2"
"2016/10/23 11:00:00";"MOVISTAR (PE)";"Mexico";"TELEFONICA MOVILES (MX)";"4";"4"
"2016/10/23 11:00:00";"MOVISTAR (PE)";"Ecuador";"CONECEL (EC)";"1";"1"
"2016/10/23 11:00:00";"MOVISTAR (PE)";"Ecuador";"MOVISTAR (EC)";"16";"5"
"2016/10/23 11:00:00";"MOVISTAR (PE)";"Non Terrestrial (NT)";"MCP (NT)";"1";"1"
"2016/10/23 11:00:00";"MOVISTAR (PE)";"Panama (Republic of)";"TELEFONICA PANAMA (PA)";"35";"7"
"2016/10/23 11:00:00";"MOVISTAR (PE)";"Germany (Federal Republic of)";"TELEKOM (DE)";"3";"1"
"2016/10/23 11:00:00";"MOVISTAR (PE)";"United Kingdom of Great Britain and Northern Ireland";"O2 (GB)";"19";"5"
"2016/10/23 11:00:00";"MOVISTAR (PE)";"United Kingdom of Great Britain and Northern Ireland";"H3G (GB)";"1";"1"
