"Hour";"Subscriber Country Name";"Subscriber Operator Name";"Origin Operator Name";"SUM Transactions";"# Successes";"Prefix"
"2016/12/15 09:00:00";"Italy";"WIND (IT)";"MOVISTAR (PE)";"29";"14";"22288"
"2016/12/15 09:00:00";"Italy";"VODAFONE (IT)";"MOVISTAR (PE)";"5";"4";"22210"
"2016/12/15 09:00:00";"Spain";"ORANGE (ES)";"MOVISTAR (PE)";"16";"10";"21403"
"2016/12/15 09:00:00";"Brazil";"VIVO (BR)";"MOVISTAR (PE)";"56";"19";"72406"
"2016/12/15 09:00:00";"Canada";"TELUS (CA)";"MOVISTAR (PE)";"8";"6";"302220"
"2016/12/15 09:00:00";"Canada";"BELL MOBILITY (CA)";"MOVISTAR (PE)";"14";"7";"302610"
"2016/12/15 09:00:00";"France";"ORANGE F (FR)";"MOVISTAR (PE)";"207";"66";"20801"
"2016/12/15 09:00:00";"Belgium";"MOBISTAR (BE)";"MOVISTAR (PE)";"17";"6";"20610"
"2016/12/15 09:00:00";"Finland";"DNA FINLAND (FI)";"MOVISTAR (PE)";"1";"1";"24412"
"2016/12/15 09:00:00";"Ireland";"O2 (IE)";"MOVISTAR (PE)";"1";"1";"27202"
"2016/12/15 09:00:00";"Portugal";"TMN (PT)";"MOVISTAR (PE)";"4";"2";"26806"
"2016/12/15 09:00:00";"India (Republic of)";"VEMSL VODAFONE  (DELHI) (IN)";"MOVISTAR (PE)";"7";"1";"40411"
"2016/12/15 09:00:00";"Cyprus (Republic of)";"CYTA (CY)";"MOVISTAR (PE)";"1";"1";"28001"
"2016/12/15 09:00:00";"Bolivia (Republic of)";"NUEVATEL (BO)";"MOVISTAR (PE)";"51";"36";"73601"
"2016/12/15 09:00:00";"Bolivia (Republic of)";"MOVIL DE ENTEL (BO)";"MOVISTAR (PE)";"3";"2";"73602"
"2016/12/15 09:00:00";"Indonesia (Republic of)";"TELKOMSEL (ID)";"MOVISTAR (PE)";"3";"1";"51010"
"2016/12/15 09:00:00";"Netherlands (Kingdom of the)";"T-MOBILE NL (NL)";"MOVISTAR (PE)";"12";"5";"20416"
"2016/12/15 09:00:00";"Germany (Federal Republic of)";"O2 (DE)";"MOVISTAR (PE)";"100";"24";"26207"
"2016/12/15 09:00:00";"Uruguay (Eastern Republic of)";"MOVISTAR (UY)";"MOVISTAR (PE)";"63";"15";"74807"
"2016/12/15 09:00:00";"United Kingdom of Great Britain and Northern Ireland";"H3G (GB)";"MOVISTAR (PE)";"3";"2";"23420"
"2016/12/15 10:00:00";"Italy";"WIND (IT)";"MOVISTAR (PE)";"30";"21";"22288"
"2016/12/15 10:00:00";"Spain";"VODAFONE (ES)";"MOVISTAR (PE)";"28";"10";"21401"
"2016/12/15 10:00:00";"Brazil";"VIVO (BR)";"MOVISTAR (PE)";"99";"42";"72410"
"2016/12/15 10:00:00";"Brazil";"VIVO (BR)";"MOVISTAR (PE)";"114";"55";"72411"
"2016/12/15 10:00:00";"Brazil";"TIM (RIO NORTE) (BR)";"MOVISTAR (PE)";"8";"3";"72402"
"2016/12/15 10:00:00";"Canada";"ROGERS WIRELESS (CA)";"MOVISTAR (PE)";"35";"17";"302370"
"2016/12/15 10:00:00";"Sweden";"COMVIQ - TELE2 (SE)";"MOVISTAR (PE)";"11";"2";"24007"
"2016/12/15 10:00:00";"Turkey";"TURKCELL (TR)";"MOVISTAR (PE)";"3";"3";"28601"
"2016/12/15 10:00:00";"Belgium";"PROXIMUS (BE)";"MOVISTAR (PE)";"23";"7";"20601"
"2016/12/15 10:00:00";"Ecuador";"MOVISTAR (EC)";"MOVISTAR (PE)";"551";"217";"74000"
"2016/12/15 10:00:00";"Ukraine";"ASTELIT (UA)";"MOVISTAR (PE)";"6";"1";"25506"
"2016/12/15 10:00:00";"Colombia";"COMCEL (CO)";"MOVISTAR (PE)";"2";"1";"732101"
"2016/12/15 10:00:00";"Colombia";"OLA - TIGO (CO)";"MOVISTAR (PE)";"98";"33";"732111"
"2016/12/15 10:00:00";"New Zealand";"VODAFONE (NZ)";"MOVISTAR (PE)";"2";"1";"53001"
"2016/12/15 10:00:00";"Hongkong, China";"SMARTONE (HK)";"MOVISTAR (PE)";"3";"1";"45406"
"2016/12/15 10:00:00";"Israel (State of)";"ORANGE (IL)";"MOVISTAR (PE)";"18";"3";"42501"
"2016/12/15 10:00:00";"Argentine Republic";"MOVISTAR (AR)";"MOVISTAR (PE)";"521";"167";"72207"
"2016/12/15 10:00:00";"Russian Federation";"MTS (RU)";"MOVISTAR (PE)";"1";"1";"25001"
"2016/12/15 10:00:00";"India (Republic of)";"VEEL VODAFONE (CALCUTA) (IN)";"MOVISTAR (PE)";"9";"1";"40430"
"2016/12/15 10:00:00";"Guatemala (Republic of)";"TELEFONICA GUATEMALA (GT)";"MOVISTAR (PE)";"22";"4";"70403"
"2016/12/15 10:00:00";"China (People's Republic of)";"CHINA MOBILE (CN)";"MOVISTAR (PE)";"9";"2";"46007"
"2016/12/15 10:00:00";"Germany (Federal Republic of)";"O2 (DE)";"MOVISTAR (PE)";"138";"39";"26207"
"2016/12/15 10:00:00";"Philippines (Republic of the)";"SMART (PH)";"MOVISTAR (PE)";"61";"37";"51503"
"2016/12/15 10:00:00";"Switzerland (Confederation of)";"SWISSCOM (CH)";"MOVISTAR (PE)";"26";"13";"22801"
"2016/12/15 10:00:00";"United Kingdom of Great Britain and Northern Ireland";"O2 (GB)";"MOVISTAR (PE)";"129";"32";"23410"
"2016/12/15 10:00:00";"United Kingdom of Great Britain and Northern Ireland";"T-MOBILE UK (GB)";"MOVISTAR (PE)";"1";"1";"23430"
"2016/12/15 09:00:00";"Chile";"ENTEL PCS (CL)";"MOVISTAR (PE)";"207";"103";"73001"
"2016/12/15 09:00:00";"Japan";"DOCOMO (JP)";"MOVISTAR (PE)";"18";"10";"44010"
"2016/12/15 09:00:00";"Spain";"VODAFONE (ES)";"MOVISTAR (PE)";"21";"6";"21401"
"2016/12/15 09:00:00";"Spain";"VODAFONE (ES)";"MOVISTAR (PE)";"7";"3";"21406"
"2016/12/15 09:00:00";"Brazil";"VIVO (BR)";"MOVISTAR (PE)";"114";"29";"72411"
"2016/12/15 09:00:00";"Brazil";"VIVO BRATC (BR)";"MOVISTAR (PE)";"8";"4";"72423"
"2016/12/15 09:00:00";"Brazil";"TIM (SAO PAULO) (BR)";"MOVISTAR (PE)";"1";"1";"72403"
"2016/12/15 09:00:00";"Canada";"ROGERS WIRELESS (CA)";"MOVISTAR (PE)";"14";"4";"302370"
"2016/12/15 09:00:00";"France";"SFR (FR)";"MOVISTAR (PE)";"14";"8";"20810"
"2016/12/15 09:00:00";"Mexico";"TELEFONICA MOVILES (MX)";"MOVISTAR (PE)";"80";"19";"334030"
"2016/12/15 09:00:00";"Norway";"TELENOR (NO)";"MOVISTAR (PE)";"1";"1";"24201"
"2016/12/15 09:00:00";"Sweden";"COMVIQ - TELE2 (SE)";"MOVISTAR (PE)";"5";"3";"24007"
"2016/12/15 09:00:00";"Denmark";"TDC MOBIL (DK)";"MOVISTAR (PE)";"1";"1";"23801"
"2016/12/15 09:00:00";"Colombia";"MOVISTAR (CO)";"MOVISTAR (PE)";"2";"2";"732123"
"2016/12/15 09:00:00";"New Zealand";"TELECOM (NZ)";"MOVISTAR (PE)";"5";"2";"53005"
"2016/12/15 09:00:00";"New Zealand";"VODAFONE (NZ)";"MOVISTAR (PE)";"1";"1";"53001"
"2016/12/15 09:00:00";"Argentine Republic";"PERSONAL (AR)";"MOVISTAR (PE)";"664";"205";"72234"
"2016/12/15 09:00:00";"Russian Federation";"VIMPELCOM (RU)";"MOVISTAR (PE)";"4";"1";"25099"
"2016/12/15 09:00:00";"Korea (Republic of)";"LG UPLUS (KR)";"MOVISTAR (PE)";"8";"4";"45006"
"2016/12/15 09:00:00";"Hungary (Republic of)";"T-MOBILE (HU)";"MOVISTAR (PE)";"1";"1";"21630"
"2016/12/15 09:00:00";"Bulgaria (Republic of)";"MOBILTEL (BG)";"MOVISTAR (PE)";"7";"1";"28401"
"2016/12/15 09:00:00";"United States of America";"T-MOBILE (US)";"MOVISTAR (PE)";"4325";"1131";"310260"
"2016/12/15 09:00:00";"United States of America";"VERIZON WIRELESS (US)";"MOVISTAR (PE)";"26";"16";"311480"
"2016/12/15 09:00:00";"China (People's Republic of)";"CHINA MOBILE (CN)";"MOVISTAR (PE)";"30";"8";"46000"
"2016/12/15 09:00:00";"China (People's Republic of)";"CHINA MOBILE (CN)";"MOVISTAR (PE)";"5";"2";"46007"
"2016/12/15 09:00:00";"Switzerland (Confederation of)";"SWISSCOM (CH)";"MOVISTAR (PE)";"8";"5";"22801"
"2016/12/15 09:00:00";"United Kingdom of Great Britain and Northern Ireland";"VODAFONE (GB)";"MOVISTAR (PE)";"7";"6";"23415"
"2016/12/15 09:00:00";"United Kingdom of Great Britain and Northern Ireland";"T-MOBILE UK (GB)";"MOVISTAR (PE)";"4";"3";"23430"
"2016/12/15 10:00:00";"Aruba";"SETAR GSM (AW)";"MOVISTAR (PE)";"1";"1";"36301"
"2016/12/15 10:00:00";"Chile";"ENTEL PCS (CL)";"MOVISTAR (PE)";"339";"149";"73001"
"2016/12/15 10:00:00";"Spain";"ORANGE (ES)";"MOVISTAR (PE)";"25";"12";"21403"
"2016/12/15 10:00:00";"Brazil";"VIVO BRATC (BR)";"MOVISTAR (PE)";"7";"5";"72423"
"2016/12/15 10:00:00";"Canada";"ROGERS WIRELESS (CA)";"MOVISTAR (PE)";"18";"15";"302720"
"2016/12/15 10:00:00";"Mexico";"IUSACELL (MX)";"MOVISTAR (PE)";"2";"1";"334050"
"2016/12/15 10:00:00";"Austria";"H3G AUSTRIA (AT)";"MOVISTAR (PE)";"2";"2";"23205"
"2016/12/15 10:00:00";"Belgium";"BASE (BE)";"MOVISTAR (PE)";"10";"1";"20620"
"2016/12/15 10:00:00";"Ecuador";"CONECEL (EC)";"MOVISTAR (PE)";"4";"4";"74001"
"2016/12/15 10:00:00";"Czech Republic";"O2 (CZ)";"MOVISTAR (PE)";"1";"1";"23002"
"2016/12/15 10:00:00";"Korea (Republic of)";"LG UPLUS (KR)";"MOVISTAR (PE)";"11";"2";"45006"
"2016/12/15 10:00:00";"United States of America";"AT&T MOBILITY (US)";"MOVISTAR (PE)";"135";"58";"310410"
"2016/12/15 10:00:00";"United States of America";"VERIZON WIRELESS (US)";"MOVISTAR (PE)";"143";"50";"311480"
"2016/12/15 10:00:00";"Netherlands (Kingdom of the)";"KPN (NL)";"MOVISTAR (PE)";"2";"2";"20408"
"2016/12/15 10:00:00";"Netherlands (Kingdom of the)";"TELFORT (NL)";"MOVISTAR (PE)";"2";"2";"20412"
"2016/12/15 10:00:00";"Netherlands (Kingdom of the)";"T-MOBILE NL (NL)";"MOVISTAR (PE)";"19";"8";"20416"
"2016/12/15 10:00:00";"Germany (Federal Republic of)";"E-PLUS (DE)";"MOVISTAR (PE)";"47";"19";"26203"
"2016/12/15 10:00:00";"Germany (Federal Republic of)";"TELEKOM (DE)";"MOVISTAR (PE)";"31";"9";"26201"
