"Hour";"Subscriber Country Name";"Subscriber Operator Name";"Origin Operator Name";"SUM Transactions";"# Successes";"Prefix"
"2017/01/14 06:00:00";"Portugal";"TMN (PT)";"MOVISTAR (PE)";"3";"2";"26806"
"2017/01/14 07:00:00";"Colombia";"OLA - TIGO (CO)";"MOVISTAR (PE)";"81";"31";"732111"
"2017/01/14 07:00:00";"Mexico";"TELEFONICA MOVILES (MX)";"MOVISTAR (PE)";"54";"13";"334030"
"2017/01/14 06:00:00";"Costa Rica";"MOVISTAR (CR)";"MOVISTAR (PE)";"2";"1";"71204"
"2017/01/14 06:00:00";"Indonesia (Republic of)";"TELKOMSEL (ID)";"MOVISTAR (PE)";"14";"6";"51010"
"2017/01/14 06:00:00";"Hongkong, China";"HKT PCCW (HK)";"MOVISTAR (PE)";"1";"1";"45419"
"2017/01/14 07:00:00";"Ecuador";"MOVISTAR (EC)";"MOVISTAR (PE)";"320";"135";"74000"
"2017/01/14 06:00:00";"Colombia";"COMCEL (CO)";"MOVISTAR (PE)";"1";"1";"732101"
"2017/01/14 06:00:00";"United Kingdom of Great Britain and Northern Ireland";"VODAFONE (GB)";"MOVISTAR (PE)";"8";"7";"23415"
"2017/01/14 07:00:00";"Germany (Federal Republic of)";"E-PLUS (DE)";"MOVISTAR (PE)";"38";"15";"26203"
"2017/01/14 07:00:00";"Brazil";"TIM (CENTRO SUL) (BR)";"MOVISTAR (PE)";"4";"4";"72404"
"2017/01/14 06:00:00";"India (Republic of)";"VECL VODAFONE (MAHARASHTRA GOA) (IN)";"MOVISTAR (PE)";"4";"2";"40427"
"2017/01/14 07:00:00";"United States of America";"AT&T MOBILITY (US)";"MOVISTAR (PE)";"268";"113";"310410"
"2017/01/14 07:00:00";"Ecuador";"CONECEL (EC)";"MOVISTAR (PE)";"4";"3";"74001"
"2017/01/14 07:00:00";"Canada";"SASKATCHEWAN TELECOMMUNICATIONS (CA)";"MOVISTAR (PE)";"4";"1";"302780"
"2017/01/14 07:00:00";"Brazil";"VIVO (BR)";"MOVISTAR (PE)";"47";"29";"72410"
"2017/01/14 06:00:00";"Korea (Republic of)";"LG UPLUS (KR)";"MOVISTAR (PE)";"8";"3";"45006"
"2017/01/14 06:00:00";"China (People's Republic of)";"CHINA MOBILE (CN)";"MOVISTAR (PE)";"113";"6";"46002"
"2017/01/14 06:00:00";"Japan";"DOCOMO (JP)";"MOVISTAR (PE)";"33";"12";"44010"
"2017/01/14 06:00:00";"Canada";"SASKATCHEWAN TELECOMMUNICATIONS (CA)";"MOVISTAR (PE)";"5";"1";"302780"
"2017/01/14 07:00:00";"Italy";"TIM (IT)";"MOVISTAR (PE)";"28";"12";"22201"
"2017/01/14 07:00:00";"Bolivia (Republic of)";"MOVIL DE ENTEL (BO)";"MOVISTAR (PE)";"1";"1";"73602"
"2017/01/14 06:00:00";"Italy";"TIM (IT)";"MOVISTAR (PE)";"22";"13";"22201"
"2017/01/14 06:00:00";"Germany (Federal Republic of)";"E-PLUS (DE)";"MOVISTAR (PE)";"38";"15";"26203"
"2017/01/14 06:00:00";"Russian Federation";"VIMPELCOM (RU)";"MOVISTAR (PE)";"8";"4";"25099"
"2017/01/14 07:00:00";"India (Republic of)";"BHARTI AIRTEL (Nueva Delhi) (IN)";"MOVISTAR (PE)";"16";"1";"40554"
"2017/01/14 07:00:00";"United States of America";"VERIZON WIRELESS (US)";"MOVISTAR (PE)";"80";"33";"311480"
"2017/01/14 06:00:00";"Canada";"ROGERS WIRELESS (CA)";"MOVISTAR (PE)";"33";"16";"302370"
"2017/01/14 07:00:00";"Israel (State of)";"PELEPHONE (IL)";"MOVISTAR (PE)";"3";"1";"42503"
"2017/01/14 06:00:00";"Spain";"ORANGE (ES)";"MOVISTAR (PE)";"27";"18";"21403"
"2017/01/14 06:00:00";"Spain";"MOVISTAR (ES)";"MOVISTAR (PE)";"27621";"9000";"21407"
"2017/01/14 07:00:00";"Jersey";"JERSEY TELECOMS (JE)";"MOVISTAR (PE)";"8";"2";"23450"
"2017/01/14 06:00:00";"Netherlands (Kingdom of the)";"T-MOBILE NL (NL)";"MOVISTAR (PE)";"19";"13";"20416"
"2017/01/14 07:00:00";"Chile";"TELEFONICA (CL)";"MOVISTAR (PE)";"3";"1";"73007"
"2017/01/14 06:00:00";"Bolivia (Republic of)";"NUEVATEL (BO)";"MOVISTAR (PE)";"59";"45";"73601"
"2017/01/14 06:00:00";"Dominican Republic";"ORANGE (DO)";"MOVISTAR (PE)";"1";"1";"37001"
"2017/01/14 06:00:00";"United Kingdom of Great Britain and Northern Ireland";"O2 (GB)";"MOVISTAR (PE)";"228";"27";"23410"
"2017/01/14 07:00:00";"India (Republic of)";"TATA DOCOMO (GUJARAT) (IN)";"MOVISTAR (PE)";"8";"3";"405030"
"2017/01/14 07:00:00";"Spain";"VODAFONE (ES)";"MOVISTAR (PE)";"18";"7";"21406"
"2017/01/14 06:00:00";"Korea (Republic of)";"SK TELECOM (KR)";"MOVISTAR (PE)";"5";"5";"45005"
"2017/01/14 07:00:00";"Italy";"WIND (IT)";"MOVISTAR (PE)";"16";"12";"22288"
"2017/01/14 06:00:00";"Ukraine";"KYIVSTAR (UA)";"MOVISTAR (PE)";"1";"1";"25503"
"2017/01/14 07:00:00";"India (Republic of)";"VECL VODAFONE (MAHARASHTRA GOA) (IN)";"MOVISTAR (PE)";"9";"1";"40427"
