"Hour";"Subscriber Country Name";"Subscriber Operator Name";"Origin Operator Name";"SUM Transactions";"# Successes";"Prefix"
"2016/12/13 10:00:00";"Chile";"TELEFONICA (CL)";"MOVISTAR (PE)";"939";"378";"73002"
"2016/12/13 10:00:00";"Italy";"WIND (IT)";"MOVISTAR (PE)";"29";"19";"22288"
"2016/12/13 10:00:00";"Italy";"VODAFONE (IT)";"MOVISTAR (PE)";"6";"4";"22210"
"2016/12/13 10:00:00";"Spain";"MOVISTAR (ES)";"MOVISTAR (PE)";"5";"2";"21405"
"2016/12/13 10:00:00";"Spain";"VODAFONE (ES)";"MOVISTAR (PE)";"3";"2";"21406"
"2016/12/13 10:00:00";"Austria";"H3G AUSTRIA (AT)";"MOVISTAR (PE)";"1";"1";"23210"
"2016/12/13 10:00:00";"Finland";"DNA FINLAND (FI)";"MOVISTAR (PE)";"1";"1";"24412"
"2016/12/13 10:00:00";"Ireland";"O2 (IE)";"MOVISTAR (PE)";"2";"2";"27202"
"2016/12/13 10:00:00";"Ukraine";"ASTELIT (UA)";"MOVISTAR (PE)";"8";"1";"25506"
"2016/12/13 10:00:00";"Costa Rica";"MOVISTAR (CR)";"MOVISTAR (PE)";"3";"2";"71204"
"2016/12/13 10:00:00";"Czech Republic";"RADIOMOBIL T-MOBILE (CZ)";"MOVISTAR (PE)";"1";"1";"23001"
"2016/12/13 10:00:00";"India (Republic of)";"TATA DOCOMO (GUJARAT) (IN)";"MOVISTAR (PE)";"20";"1";"405030"
"2016/12/13 10:00:00";"Korea (Republic of)";"LG UPLUS (KR)";"MOVISTAR (PE)";"16";"5";"45006"
"2016/12/13 10:00:00";"Poland (Republic of)";"P4 (PL)";"MOVISTAR (PE)";"1";"1";"26006"
"2016/12/13 10:00:00";"United Arab Emirates";"ETISALAT (AE)";"MOVISTAR (PE)";"6";"2";"42402"
"2016/12/13 10:00:00";"Hungary (Republic of)";"VODAFONE (HU)";"MOVISTAR (PE)";"3";"3";"21670"
"2016/12/13 10:00:00";"Singapore (Republic of)";"SINGTEL SINGTEL-MOBILELINK (SG)";"MOVISTAR (PE)";"3";"1";"52501"
"2016/12/13 10:00:00";"Montenegro (Republic of)";"T-MOBILE (ME)";"MOVISTAR (PE)";"1";"1";"29702"
"2016/12/13 10:00:00";"United States of America";"T-MOBILE (US)";"MOVISTAR (PE)";"3280";"1080";"310260"
"2016/12/13 10:00:00";"United States of America";"AT&T MOBILITY (US)";"MOVISTAR (PE)";"1";"1";"310380"
"2016/12/13 10:00:00";"China (People's Republic of)";"CHINA MOBILE (CN)";"MOVISTAR (PE)";"50";"10";"46000"
"2016/12/13 10:00:00";"United Kingdom of Great Britain and Northern Ireland";"VODAFONE (GB)";"MOVISTAR (PE)";"14";"7";"23415"
"2016/12/13 11:00:00";"Chile";"VTR (CL)";"MOVISTAR (PE)";"1";"1";"73008"
"2016/12/13 11:00:00";"Chile";"ENTEL PCS (CL)";"MOVISTAR (PE)";"309";"171";"73001"
"2016/12/13 11:00:00";"Spain";"VODAFONE (ES)";"MOVISTAR (PE)";"28";"3";"21406"
"2016/12/13 11:00:00";"Brazil";"VIVO (BR)";"MOVISTAR (PE)";"223";"61";"72410"
"2016/12/13 11:00:00";"Brazil";"VIVO BRATC (BR)";"MOVISTAR (PE)";"61";"17";"72423"
"2016/12/13 11:00:00";"Brazil";"TIM (RIO NORTE) (BR)";"MOVISTAR (PE)";"3";"3";"72402"
"2016/12/13 11:00:00";"Canada";"VIDEOTRON (CA)";"MOVISTAR (PE)";"10";"2";"302500"
"2016/12/13 11:00:00";"Canada";"ROGERS WIRELESS (CA)";"MOVISTAR (PE)";"15";"9";"302370"
"2016/12/13 11:00:00";"France";"SFR (FR)";"MOVISTAR (PE)";"77";"15";"20810"
"2016/12/13 11:00:00";"France";"ORANGE F (FR)";"MOVISTAR (PE)";"182";"75";"20801"
"2016/12/13 11:00:00";"Jersey";"JERSEY TELECOMS (JE)";"MOVISTAR (PE)";"1";"1";"23450"
"2016/12/13 11:00:00";"Denmark";"SONOFON (DK)";"MOVISTAR (PE)";"1";"1";"23802"
"2016/12/13 11:00:00";"Romania";"VODAFONE (RO)";"MOVISTAR (PE)";"1";"1";"22601"
"2016/12/13 11:00:00";"Colombia";"MOVISTAR (CO)";"MOVISTAR (PE)";"63";"14";"732123"
"2016/12/13 11:00:00";"Portugal";"OPTIMUS (PT)";"MOVISTAR (PE)";"1";"1";"26803"
"2016/12/13 11:00:00";"Thailand";"AWN (TH)";"MOVISTAR (PE)";"2";"1";"52003"
"2016/12/13 11:00:00";"New Zealand";"VODAFONE (NZ)";"MOVISTAR (PE)";"5";"1";"53001"
"2016/12/13 11:00:00";"Israel (State of)";"ORANGE (IL)";"MOVISTAR (PE)";"10";"3";"42501"
"2016/12/13 11:00:00";"Russian Federation";"MTS (RU)";"MOVISTAR (PE)";"3";"2";"25001"
"2016/12/13 11:00:00";"India (Republic of)";"AIRCEL (WEST BENGAL) (IN)";"MOVISTAR (PE)";"3";"1";"40492"
"2016/12/13 11:00:00";"India (Republic of)";"AIRCEL DIGILINK (Haryana) (IN)";"MOVISTAR (PE)";"10";"1";"40490"
"2016/12/13 11:00:00";"Korea (Republic of)";"LG UPLUS (KR)";"MOVISTAR (PE)";"10";"2";"45006"
"2016/12/13 11:00:00";"Korea (Republic of)";"SK TELECOM (KR)";"MOVISTAR (PE)";"3";"2";"45005"
"2016/12/13 11:00:00";"Panama (Republic of)";"TELEFONICA PANAMA (PA)";"MOVISTAR (PE)";"17";"7";"714020"
"2016/12/13 11:00:00";"Poland (Republic of)";"P4 (PL)";"MOVISTAR (PE)";"4";"2";"26006"
"2016/12/13 11:00:00";"Guatemala (Republic of)";"COMCEL - TIGO (GT)";"MOVISTAR (PE)";"6";"3";"70402"
"2016/12/13 11:00:00";"Guatemala (Republic of)";"TELEFONICA GUATEMALA (GT)";"MOVISTAR (PE)";"68";"7";"70403"
"2016/12/13 11:00:00";"United States of America";"SPRINT PCS (US)";"MOVISTAR (PE)";"274";"109";"310120"
"2016/12/13 11:00:00";"Germany (Federal Republic of)";"O2 (DE)";"MOVISTAR (PE)";"111";"36";"26207"
"2016/12/13 11:00:00";"Germany (Federal Republic of)";"E-PLUS (DE)";"MOVISTAR (PE)";"43";"13";"26203"
"2016/12/13 11:00:00";"Uruguay (Eastern Republic of)";"MOVISTAR (UY)";"MOVISTAR (PE)";"56";"19";"74807"
"2016/12/13 11:00:00";"Switzerland (Confederation of)";"SUNRISE (CH)";"MOVISTAR (PE)";"17";"12";"22802"
"2016/12/13 10:00:00";"Brazil";"VIVO (BR)";"MOVISTAR (PE)";"98";"44";"72406"
"2016/12/13 10:00:00";"Brazil";"VIVO (BR)";"MOVISTAR (PE)";"102";"51";"72411"
"2016/12/13 10:00:00";"Canada";"VIDEOTRON (CA)";"MOVISTAR (PE)";"6";"3";"302500"
"2016/12/13 10:00:00";"France";"SFR (FR)";"MOVISTAR (PE)";"6";"3";"20810"
"2016/12/13 10:00:00";"Jersey";"JERSEY TELECOMS (JE)";"MOVISTAR (PE)";"1";"1";"23450"
"2016/12/13 10:00:00";"Mexico";"TELEFONICA MOVILES (MX)";"MOVISTAR (PE)";"87";"29";"334030"
"2016/12/13 10:00:00";"Sweden";"HI3G (SE)";"MOVISTAR (PE)";"2";"2";"24002"
"2016/12/13 10:00:00";"Belgium";"BASE (BE)";"MOVISTAR (PE)";"10";"1";"20620"
"2016/12/13 10:00:00";"Ecuador";"CONECEL (EC)";"MOVISTAR (PE)";"4";"4";"74001"
"2016/12/13 10:00:00";"Ecuador";"MOVISTAR (EC)";"MOVISTAR (PE)";"639";"180";"74000"
"2016/12/13 10:00:00";"Romania";"VODAFONE (RO)";"MOVISTAR (PE)";"1";"1";"22601"
"2016/12/13 10:00:00";"Ukraine";"KYIVSTAR (UA)";"MOVISTAR (PE)";"14";"2";"25503"
"2016/12/13 10:00:00";"Portugal";"OPTIMUS (PT)";"MOVISTAR (PE)";"2";"1";"26803"
"2016/12/13 10:00:00";"Thailand";"TRUE MOVE - REAL FUTURE (TH)";"MOVISTAR (PE)";"2";"1";"52000"
"2016/12/13 10:00:00";"Panama (Republic of)";"TELEFONICA PANAMA (PA)";"MOVISTAR (PE)";"9";"4";"714020"
"2016/12/13 10:00:00";"Bolivia (Republic of)";"MOVIL DE ENTEL (BO)";"MOVISTAR (PE)";"1";"1";"73602"
"2016/12/13 10:00:00";"Bulgaria (Republic of)";"MOBILTEL (BG)";"MOVISTAR (PE)";"4";"1";"28401"
"2016/12/13 10:00:00";"United States of America";"SPRINT PCS (US)";"MOVISTAR (PE)";"112";"58";"310120"
"2016/12/13 10:00:00";"United States of America";"AT&T MOBILITY (US)";"MOVISTAR (PE)";"4";"3";"310170"
"2016/12/13 10:00:00";"China (People's Republic of)";"CHINA MOBILE (CN)";"MOVISTAR (PE)";"13";"6";"46002"
"2016/12/13 10:00:00";"Netherlands (Kingdom of the)";"KPN (NL)";"MOVISTAR (PE)";"7";"5";"20408"
"2016/12/13 10:00:00";"Netherlands (Kingdom of the)";"VODAFONE (NL)";"MOVISTAR (PE)";"3677";"1056";"20404"
