"Hour";"Subscriber Country Name";"Subscriber Operator Name";"Origin Operator Name";"SUM Transactions";"# Successes";"Prefix"
"2016/11/04 09:00:00";"Chile";"ENTEL PCS (CL)";"MOVISTAR (PE)";"268";"131";"73001"
"2016/11/04 09:00:00";"Chile";"TELEFONICA (CL)";"MOVISTAR (PE)";"562";"241";"73002"
"2016/11/04 09:00:00";"Italy";"WIND (IT)";"MOVISTAR (PE)";"20";"14";"22288"
"2016/11/04 09:00:00";"Brazil";"TIM (CENTRO SUL) (BR)";"MOVISTAR (PE)";"1";"1";"72404"
"2016/11/04 09:00:00";"Canada";"ROGERS WIRELESS (CA)";"MOVISTAR (PE)";"18";"10";"302720"
"2016/11/04 09:00:00";"France";"ORANGE F (FR)";"MOVISTAR (PE)";"154";"58";"20801"
"2016/11/04 09:00:00";"France";"BOUYGUES TELECOM (FR)";"MOVISTAR (PE)";"75";"12";"20820"
"2016/11/04 09:00:00";"Austria";"H3G AUSTRIA (AT)";"MOVISTAR (PE)";"4";"2";"23205"
"2016/11/04 09:00:00";"Belgium";"BASE (BE)";"MOVISTAR (PE)";"4";"3";"20620"
"2016/11/04 09:00:00";"Ukraine";"ASTELIT (UA)";"MOVISTAR (PE)";"5";"3";"25506"
"2016/11/04 09:00:00";"Czech Republic";"O2 (CZ)";"MOVISTAR (PE)";"14";"6";"23002"
"2016/11/04 09:00:00";"Russian Federation";"MEGAFON (RU)";"MOVISTAR (PE)";"2";"1";"25002"
"2016/11/04 09:00:00";"India (Republic of)";"TATA DOCOMO (MAHARASHTRA) (IN)";"MOVISTAR (PE)";"3";"1";"405037"
"2016/11/04 09:00:00";"India (Republic of)";"BHARTI AIRTEL (Madhya Pradesh) (IN)";"MOVISTAR (PE)";"13";"1";"40424"
"2016/11/04 09:00:00";"Korea (Republic of)";"SK TELECOM (KR)";"MOVISTAR (PE)";"2";"2";"45005"
"2016/11/04 09:00:00";"Panama (Republic of)";"TELEFONICA PANAMA (PA)";"MOVISTAR (PE)";"53";"14";"714020"
"2016/11/04 09:00:00";"Poland (Republic of)";"T-MOBILE (PL)";"MOVISTAR (PE)";"1";"1";"26002"
"2016/11/04 09:00:00";"Bolivia (Republic of)";"NUEVATEL (BO)";"MOVISTAR (PE)";"88";"61";"73601"
"2016/11/04 09:00:00";"Guatemala (Republic of)";"TELEFONICA GUATEMALA (GT)";"MOVISTAR (PE)";"2";"1";"70403"
"2016/11/04 09:00:00";"United States of America";"AT&T MOBILITY (US)";"MOVISTAR (PE)";"6";"3";"310170"
"2016/11/04 09:00:00";"United States of America";"VERIZON WIRELESS (US)";"MOVISTAR (PE)";"56";"27";"311480"
"2016/11/04 09:00:00";"China (People's Republic of)";"CHINA MOBILE (CN)";"MOVISTAR (PE)";"52";"9";"46002"
"2016/11/04 09:00:00";"China (People's Republic of)";"CHINA MOBILE (CN)";"MOVISTAR (PE)";"24";"1";"46007"
"2016/11/04 09:00:00";"Netherlands (Kingdom of the)";"T-MOBILE NL (NL)";"MOVISTAR (PE)";"32";"10";"20416"
"2016/11/04 09:00:00";"Germany (Federal Republic of)";"TELEKOM (DE)";"MOVISTAR (PE)";"20";"9";"26201"
"2016/11/04 09:00:00";"Switzerland (Confederation of)";"ORANGE (CH)";"MOVISTAR (PE)";"3";"2";"22803"
"2016/11/04 09:00:00";"United Kingdom of Great Britain and Northern Ireland";"O2 (GB)";"MOVISTAR (PE)";"145";"32";"23410"
"2016/11/04 09:00:00";"United Kingdom of Great Britain and Northern Ireland";"ORANGE (GB)";"MOVISTAR (PE)";"1";"1";"23433"
"2016/11/04 10:00:00";"Aruba";"SETAR GSM (AW)";"MOVISTAR (PE)";"1";"1";"36301"
"2016/11/04 10:00:00";"Japan";"DOCOMO (JP)";"MOVISTAR (PE)";"24";"14";"44010"
"2016/11/04 10:00:00";"Brazil";"TIM (SAO PAULO) (BR)";"MOVISTAR (PE)";"1";"1";"72403"
"2016/11/04 10:00:00";"Canada";"TELUS (CA)";"MOVISTAR (PE)";"12";"4";"302220"
"2016/11/04 10:00:00";"Canada";"ROGERS WIRELESS (CA)";"MOVISTAR (PE)";"29";"15";"302370"
"2016/11/04 10:00:00";"Canada";"ROGERS WIRELESS (CA)";"MOVISTAR (PE)";"23";"17";"302720"
"2016/11/04 10:00:00";"Mexico";"NEXTEL (MX)";"MOVISTAR (PE)";"26";"4";"33409"
