"Hour";"Subscriber Operator Name";"Origin Country Name";"Origin Operator Name";"SUM Transactions";"# Successes"
"2017/01/16 04:00:00";"MOVISTAR (PE)";"United States of America";"AT&T MOBILITY (US)";"41";"24"
"2017/01/16 05:00:00";"MOVISTAR (PE)";"Costa Rica";"MOVISTAR (CR)";"5";"1"
"2017/01/16 05:00:00";"MOVISTAR (PE)";"United States of America";"T-MOBILE (US)";"213";"50"
"2017/01/16 04:00:00";"MOVISTAR (PE)";"Panama (Republic of)";"TELEFONICA PANAMA (PA)";"9";"2"
"2017/01/16 04:00:00";"MOVISTAR (PE)";"Argentine Republic";"MOVISTAR (AR)";"9";"7"
"2017/01/16 05:00:00";"MOVISTAR (PE)";"Italy";"WIND (IT)";"2";"2"
"2017/01/16 05:00:00";"MOVISTAR (PE)";"Panama (Republic of)";"TELEFONICA PANAMA (PA)";"9";"4"
"2017/01/16 04:00:00";"MOVISTAR (PE)";"Non Terrestrial (NT)";"MCP (NT)";"1";"1"
"2017/01/16 05:00:00";"MOVISTAR (PE)";"Australia (including Christmas Island and Cocos-Keeling Islands)";"TELSTRA TELECOM (AU)";"1";"1"
"2017/01/16 04:00:00";"MOVISTAR (PE)";"India (Republic of)";"VEMSL VODAFONE  (DELHI) (IN)";"2";"1"
"2017/01/16 04:00:00";"MOVISTAR (PE)";"Chile";"TELEFONICA (CL)";"4";"4"
"2017/01/16 04:00:00";"MOVISTAR (PE)";"Ecuador";"MOVISTAR (EC)";"77";"14"
"2017/01/16 05:00:00";"MOVISTAR (PE)";"United States of America";"AT&T MOBILITY (US)";"7";"6"
"2017/01/16 04:00:00";"MOVISTAR (PE)";"Italy";"VODAFONE (IT)";"4";"3"
"2017/01/16 05:00:00";"MOVISTAR (PE)";"Japan";"DOCOMO (JP)";"4";"3"
"2017/01/16 05:00:00";"MOVISTAR (PE)";"Mexico";"TELEFONICA MOVILES (MX)";"56";"7"
"2017/01/16 04:00:00";"MOVISTAR (PE)";"Italy";"WIND (IT)";"1";"1"
"2017/01/16 04:00:00";"MOVISTAR (PE)";"France";"SFR (FR)";"10";"1"
"2017/01/16 04:00:00";"MOVISTAR (PE)";"Jamaica";"DIGICEL (JM)";"2";"2"
"2017/01/16 04:00:00";"MOVISTAR (PE)";"United States of America";"T-MOBILE (US)";"262";"72"
"2017/01/16 05:00:00";"MOVISTAR (PE)";"Ecuador";"MOVISTAR (EC)";"51";"11"
"2017/01/16 05:00:00";"MOVISTAR (PE)";"Bolivia (Republic of)";"TELECEL (BO)";"1";"1"
"2017/01/16 05:00:00";"MOVISTAR (PE)";"Canada";"TELUS (CA)";"3";"2"
"2017/01/16 04:00:00";"MOVISTAR (PE)";"United Kingdom of Great Britain and Northern Ireland";"O2 (GB)";"1";"1"
"2017/01/16 04:00:00";"MOVISTAR (PE)";"Mexico";"TELEFONICA MOVILES (MX)";"32";"7"
"2017/01/16 05:00:00";"MOVISTAR (PE)";"Canada";"BELL MOBILITY (CA)";"5";"2"
"2017/01/16 05:00:00";"MOVISTAR (PE)";"Mexico";"IUSACELL (MX)";"1";"1"
"2017/01/16 04:00:00";"MOVISTAR (PE)";"Costa Rica";"MOVISTAR (CR)";"5";"1"
"2017/01/16 04:00:00";"MOVISTAR (PE)";"Luxembourg";"TANGO (LU)";"1";"1"
"2017/01/16 05:00:00";"MOVISTAR (PE)";"France";"BOUYGUES TELECOM (FR)";"14";"2"
"2017/01/16 05:00:00";"MOVISTAR (PE)";"Switzerland (Confederation of)";"ORANGE (CH)";"1";"1"
"2017/01/16 04:00:00";"MOVISTAR (PE)";"Canada";"TELUS (CA)";"2";"2"
"2017/01/16 04:00:00";"MOVISTAR (PE)";"Mexico";"NEXTEL (MX)";"2";"1"
"2017/01/16 05:00:00";"MOVISTAR (PE)";"Roaming HUB";"ROAMING HUB (RH)";"27";"7"
"2017/01/16 04:00:00";"MOVISTAR (PE)";"Colombia";"MOVISTAR (CO)";"69";"16"
"2017/01/16 04:00:00";"MOVISTAR (PE)";"Ecuador";"CONECEL (EC)";"1";"1"
"2017/01/16 04:00:00";"MOVISTAR (PE)";"France";"BOUYGUES TELECOM (FR)";"19";"1"
"2017/01/16 04:00:00";"MOVISTAR (PE)";"China (People's Republic of)";"CHINA MOBILE (CN)";"10";"3"
"2017/01/16 05:00:00";"MOVISTAR (PE)";"Germany (Federal Republic of)";"O2 (DE)";"5";"2"
"2017/01/16 04:00:00";"MOVISTAR (PE)";"Canada";"BELL MOBILITY (CA)";"2";"2"
"2017/01/16 05:00:00";"MOVISTAR (PE)";"Argentine Republic";"MOVISTAR (AR)";"4";"3"
"2017/01/16 05:00:00";"MOVISTAR (PE)";"Brazil";"VIVO (BR)";"1";"1"
"2017/01/16 05:00:00";"MOVISTAR (PE)";"Bolivia (Republic of)";"NUEVATEL (BO)";"2";"2"
"2017/01/16 04:00:00";"MOVISTAR (PE)";"Brazil";"VIVO (BR)";"4";"2"
"2017/01/16 04:00:00";"MOVISTAR (PE)";"Switzerland (Confederation of)";"SUNRISE (CH)";"1";"1"
"2017/01/16 05:00:00";"MOVISTAR (PE)";"France";"SFR (FR)";"15";"1"
"2017/01/16 04:00:00";"MOVISTAR (PE)";"Uruguay (Eastern Republic of)";"MOVISTAR (UY)";"5";"1"
"2017/01/16 05:00:00";"MOVISTAR (PE)";"Uruguay (Eastern Republic of)";"MOVISTAR (UY)";"5";"2"
"2017/01/16 05:00:00";"MOVISTAR (PE)";"United Arab Emirates";"ETISALAT (AE)";"1";"1"
"2017/01/16 05:00:00";"MOVISTAR (PE)";"Italy";"VODAFONE (IT)";"3";"2"
"2017/01/16 05:00:00";"MOVISTAR (PE)";"Jamaica";"DIGICEL (JM)";"2";"2"
"2017/01/16 05:00:00";"MOVISTAR (PE)";"Spain";"MOVISTAR (ES)";"83";"19"
"2017/01/16 04:00:00";"MOVISTAR (PE)";"Mexico";"IUSACELL (MX)";"1";"1"
"2017/01/16 04:00:00";"MOVISTAR (PE)";"Spain";"MOVISTAR (ES)";"99";"18"
"2017/01/16 05:00:00";"MOVISTAR (PE)";"Colombia";"MOVISTAR (CO)";"71";"18"
"2017/01/16 04:00:00";"MOVISTAR (PE)";"Roaming HUB";"ROAMING HUB (RH)";"3";"3"
"2017/01/16 05:00:00";"MOVISTAR (PE)";"United Kingdom of Great Britain and Northern Ireland";"O2 (GB)";"1";"1"
"2017/01/16 05:00:00";"MOVISTAR (PE)";"Chile";"TELEFONICA (CL)";"12";"10"
"2017/01/16 04:00:00";"MOVISTAR (PE)";"Singapore (Republic of)";"STARHUB (SG)";"1";"1"
"2017/01/16 04:00:00";"MOVISTAR (PE)";"Switzerland (Confederation of)";"SWISSCOM (CH)";"4";"2"
