"Hour";"Subscriber Country Name";"Subscriber Operator Name";"Origin Operator Name";"SUM Transactions";"# Successes";"Prefix"
"2016/10/31 06:00:00";"Spain";"ORANGE (ES)";"MOVISTAR (PE)";"23";"15";"21403"
"2016/10/31 06:00:00";"Brazil";"VIVO (BR)";"MOVISTAR (PE)";"43";"21";"72406"
"2016/10/31 06:00:00";"Canada";"ROGERS WIRELESS (CA)";"MOVISTAR (PE)";"1";"1";"302720"
"2016/10/31 06:00:00";"Mexico";"TELCEL (MX)";"MOVISTAR (PE)";"1";"1";"33402"
"2016/10/31 06:00:00";"Sweden";"TELENOR (SE)";"MOVISTAR (PE)";"121";"86";"24008"
"2016/10/31 06:00:00";"Belgium";"PROXIMUS (BE)";"MOVISTAR (PE)";"25";"10";"20601"
"2016/10/31 06:00:00";"Finland";"DNA FINLAND (FI)";"MOVISTAR (PE)";"2";"2";"24412"
"2016/10/31 06:00:00";"Ireland";"VODAFONE (IE)";"MOVISTAR (PE)";"3";"1";"27201"
"2016/10/31 06:00:00";"Colombia";"COMCEL (CO)";"MOVISTAR (PE)";"2";"2";"732101"
"2016/10/31 06:00:00";"Colombia";"OLA - TIGO (CO)";"MOVISTAR (PE)";"38";"16";"732111"
"2016/10/31 06:00:00";"Portugal";"OPTIMUS (PT)";"MOVISTAR (PE)";"1";"1";"26803"
"2016/10/31 06:00:00";"Costa Rica";"MOVISTAR (CR)";"MOVISTAR (PE)";"3";"2";"71204"
"2016/10/31 06:00:00";"Hongkong, China";"CSL LTD (HK)";"MOVISTAR (PE)";"1";"1";"45400"
"2016/10/31 06:00:00";"India (Republic of)";"VEMSL VODAFONE  (DELHI) (IN)";"MOVISTAR (PE)";"1";"1";"40411"
"2016/10/31 06:00:00";"Korea (Republic of)";"SK TELECOM (KR)";"MOVISTAR (PE)";"3";"2";"45005"
"2016/10/31 06:00:00";"Panama (Republic of)";"TELEFONICA PANAMA (PA)";"MOVISTAR (PE)";"19";"6";"714020"
"2016/10/31 06:00:00";"Indonesia (Republic of)";"TELKOMSEL (ID)";"MOVISTAR (PE)";"21";"4";"51010"
"2016/10/31 06:00:00";"United States of America";"AT&T MOBILITY (US)";"MOVISTAR (PE)";"7";"1";"310380"
"2016/10/31 06:00:00";"United States of America";"AT&T MOBILITY (US)";"MOVISTAR (PE)";"232";"78";"310410"
"2016/10/31 06:00:00";"United States of America";"VERIZON WIRELESS (US)";"MOVISTAR (PE)";"48";"22";"311480"
"2016/10/31 06:00:00";"Philippines (Republic of the)";"SMART (PH)";"MOVISTAR (PE)";"44";"19";"51503"
"2016/10/31 06:00:00";"United Kingdom of Great Britain and Northern Ireland";"O2 (GB)";"MOVISTAR (PE)";"53";"25";"23410"
"2016/10/31 06:00:00";"United Kingdom of Great Britain and Northern Ireland";"H3G (GB)";"MOVISTAR (PE)";"16";"9";"23420"
"2016/10/31 06:00:00";"United Kingdom of Great Britain and Northern Ireland";"ORANGE (GB)";"MOVISTAR (PE)";"1";"1";"23433"
"2016/10/31 07:00:00";"Spain";"VODAFONE (ES)";"MOVISTAR (PE)";"2";"1";"21406"
"2016/10/31 07:00:00";"Brazil";"VIVO (BR)";"MOVISTAR (PE)";"51";"22";"72406"
"2016/10/31 07:00:00";"Brazil";"VIVO (BR)";"MOVISTAR (PE)";"28";"10";"72410"
"2016/10/31 07:00:00";"Canada";"ROGERS WIRELESS (CA)";"MOVISTAR (PE)";"11";"6";"302370"
"2016/10/31 07:00:00";"Canada";"ROGERS WIRELESS (CA)";"MOVISTAR (PE)";"7";"4";"302720"
"2016/10/31 07:00:00";"Canada";"SASKATCHEWAN TELECOMMUNICATIONS (CA)";"MOVISTAR (PE)";"1";"1";"302780"
"2016/10/31 07:00:00";"Austria";"H3G AUSTRIA (AT)";"MOVISTAR (PE)";"5";"1";"23205"
"2016/10/31 07:00:00";"Belgium";"BASE (BE)";"MOVISTAR (PE)";"2";"1";"20620"
"2016/10/31 07:00:00";"Colombia";"COMCEL (CO)";"MOVISTAR (PE)";"1";"1";"732101"
"2016/10/31 07:00:00";"Costa Rica";"MOVISTAR (CR)";"MOVISTAR (PE)";"12";"2";"71204"
"2016/10/31 07:00:00";"Czech Republic";"O2 (CZ)";"MOVISTAR (PE)";"20";"3";"23002"
"2016/10/31 07:00:00";"Israel (State of)";"ORANGE (IL)";"MOVISTAR (PE)";"3";"3";"42501"
"2016/10/31 07:00:00";"India (Republic of)";"VEL VODAFONE (MUMBAI) (IN)";"MOVISTAR (PE)";"1";"1";"40420"
"2016/10/31 07:00:00";"Panama (Republic of)";"TELEFONICA PANAMA (PA)";"MOVISTAR (PE)";"10";"6";"714020"
"2016/10/31 07:00:00";"United States of America";"T-MOBILE (US)";"MOVISTAR (PE)";"372";"173";"310260"
"2016/10/31 07:00:00";"United States of America";"AT&T MOBILITY (US)";"MOVISTAR (PE)";"16";"1";"310380"
"2016/10/31 07:00:00";"Netherlands (Kingdom of the)";"KPN (NL)";"MOVISTAR (PE)";"4";"3";"20408"
"2016/10/31 07:00:00";"Netherlands (Kingdom of the)";"T-MOBILE NL (NL)";"MOVISTAR (PE)";"25";"8";"20416"
"2016/10/31 07:00:00";"United Kingdom of Great Britain and Northern Ireland";"H3G (GB)";"MOVISTAR (PE)";"11";"6";"23420"
"2016/10/31 07:00:00";"United Kingdom of Great Britain and Northern Ireland";"VODAFONE (GB)";"MOVISTAR (PE)";"9";"6";"23415"
"2016/10/31 07:00:00";"Australia (including Christmas Island and Cocos-Keeling Islands)";"TELSTRA TELECOM (AU)";"MOVISTAR (PE)";"42";"16";"50501"
"2016/10/31 06:00:00";"Chile";"ENTEL PCS (CL)";"MOVISTAR (PE)";"398";"204";"73001"
"2016/10/31 06:00:00";"Italy";"H3G (IT)";"MOVISTAR (PE)";"1";"1";"22299"
"2016/10/31 06:00:00";"Japan";"DOCOMO (JP)";"MOVISTAR (PE)";"18";"7";"44010"
"2016/10/31 06:00:00";"Spain";"VODAFONE (ES)";"MOVISTAR (PE)";"1";"1";"21406"
"2016/10/31 06:00:00";"Brazil";"TIM (CENTRO SUL) (BR)";"MOVISTAR (PE)";"1";"1";"72404"
"2016/10/31 06:00:00";"Canada";"BELL MOBILITY (CA)";"MOVISTAR (PE)";"4";"4";"302610"
"2016/10/31 06:00:00";"France";"SFR (FR)";"MOVISTAR (PE)";"26";"14";"20810"
"2016/10/31 06:00:00";"France";"ORANGE F (FR)";"MOVISTAR (PE)";"119";"61";"20801"
"2016/10/31 06:00:00";"Jersey";"JERSEY TELECOMS (JE)";"MOVISTAR (PE)";"1";"1";"23450"
"2016/10/31 06:00:00";"Mexico";"IUSACELL (MX)";"MOVISTAR (PE)";"2";"2";"334050"
"2016/10/31 06:00:00";"Austria";"H3G AUSTRIA (AT)";"MOVISTAR (PE)";"4";"2";"23205"
"2016/10/31 06:00:00";"Belgium";"MOBISTAR (BE)";"MOVISTAR (PE)";"19";"10";"20610"
"2016/10/31 06:00:00";"Ukraine";"ASTELIT (UA)";"MOVISTAR (PE)";"1";"1";"25506"
"2016/10/31 06:00:00";"Czech Republic";"O2 (CZ)";"MOVISTAR (PE)";"15";"2";"23002"
"2016/10/31 06:00:00";"Israel (State of)";"ORANGE (IL)";"MOVISTAR (PE)";"2";"1";"42501"
"2016/10/31 06:00:00";"Argentine Republic";"MOVISTAR (AR)";"MOVISTAR (PE)";"176";"62";"72207"
"2016/10/31 06:00:00";"India (Republic of)";"BHARTI AIRTEL (Punjab) (IN)";"MOVISTAR (PE)";"1";"1";"40422"
"2016/10/31 06:00:00";"India (Republic of)";"BHARTI AIRTEL (Calcuta) (IN)";"MOVISTAR (PE)";"4";"1";"40495"
"2016/10/31 06:00:00";"India (Republic of)";"TATA DOCOMO (TAMILNADU) (IN)";"MOVISTAR (PE)";"6";"1";"405044"
"2016/10/31 06:00:00";"Poland (Republic of)";"P4 (PL)";"MOVISTAR (PE)";"17";"6";"26006"
"2016/10/31 06:00:00";"Bolivia (Republic of)";"NUEVATEL (BO)";"MOVISTAR (PE)";"88";"29";"73601"
"2016/10/31 06:00:00";"El Salvador (Republic of)";"MOVISTAR (SV)";"MOVISTAR (PE)";"2";"1";"70604"
"2016/10/31 06:00:00";"China (People's Republic of)";"CHINA MOBILE (CN)";"MOVISTAR (PE)";"42";"6";"46002"
"2016/10/31 06:00:00";"Netherlands (Kingdom of the)";"KPN (NL)";"MOVISTAR (PE)";"5";"5";"20408"
