"Hour";"Subscriber Country Name";"Subscriber Operator Name";"Origin Operator Name";"SUM Transactions";"# Successes";"Prefix"
"2016/10/30 07:00:00";"Brazil";"VIVO BRATC (BR)";"MOVISTAR (PE)";"14";"7";"72423"
"2016/10/30 07:00:00";"Canada";"VIDEOTRON (CA)";"MOVISTAR (PE)";"1";"1";"302500"
"2016/10/30 07:00:00";"Mexico";"IUSACELL (MX)";"MOVISTAR (PE)";"10";"10";"334050"
"2016/10/30 07:00:00";"Belgium";"BASE (BE)";"MOVISTAR (PE)";"3";"1";"20620"
"2016/10/30 07:00:00";"Belgium";"MOBISTAR (BE)";"MOVISTAR (PE)";"11";"4";"20610"
"2016/10/30 07:00:00";"Ireland";"O2 (IE)";"MOVISTAR (PE)";"1";"1";"27202"
"2016/10/30 07:00:00";"Colombia";"MOVISTAR (CO)";"MOVISTAR (PE)";"23";"4";"732123"
"2016/10/30 07:00:00";"Czech Republic";"O2 (CZ)";"MOVISTAR (PE)";"5";"3";"23002"
"2016/10/30 07:00:00";"Czech Republic";"VODAFONE (CZ)";"MOVISTAR (PE)";"5";"2";"23003"
"2016/10/30 07:00:00";"Israel (State of)";"ORANGE (IL)";"MOVISTAR (PE)";"1";"1";"42501"
"2016/10/30 07:00:00";"Argentine Republic";"MOVISTAR (AR)";"MOVISTAR (PE)";"192";"65";"72207"
"2016/10/30 07:00:00";"Russian Federation";"MTS (RU)";"MOVISTAR (PE)";"19";"5";"25001"
"2016/10/30 07:00:00";"Russian Federation";"VIMPELCOM (RU)";"MOVISTAR (PE)";"2";"2";"25099"
"2016/10/30 07:00:00";"India (Republic of)";"BHARTI AIRTEL (Madhya Pradesh) (IN)";"MOVISTAR (PE)";"3";"1";"40424"
"2016/10/30 07:00:00";"Korea (Republic of)";"SK TELECOM (KR)";"MOVISTAR (PE)";"2";"1";"45005"
"2016/10/30 07:00:00";"Poland (Republic of)";"T-MOBILE (PL)";"MOVISTAR (PE)";"3";"1";"26002"
"2016/10/30 07:00:00";"United Arab Emirates";"ETISALAT (AE)";"MOVISTAR (PE)";"12";"1";"42402"
"2016/10/30 07:00:00";"Bolivia (Republic of)";"NUEVATEL (BO)";"MOVISTAR (PE)";"37";"23";"73601"
"2016/10/30 07:00:00";"Hungary (Republic of)";"VODAFONE (HU)";"MOVISTAR (PE)";"1";"1";"21670"
"2016/10/30 07:00:00";"United States of America";"AT&T MOBILITY (US)";"MOVISTAR (PE)";"5";"3";"310170"
"2016/10/30 07:00:00";"United States of America";"VERIZON WIRELESS (US)";"MOVISTAR (PE)";"37";"24";"311480"
"2016/10/30 07:00:00";"China (People's Republic of)";"CHINA MOBILE (CN)";"MOVISTAR (PE)";"28";"1";"46002"
"2016/10/30 07:00:00";"Netherlands (Kingdom of the)";"KPN (NL)";"MOVISTAR (PE)";"6";"6";"20408"
"2016/10/30 07:00:00";"Germany (Federal Republic of)";"O2 (DE)";"MOVISTAR (PE)";"124";"35";"26207"
"2016/10/30 07:00:00";"Germany (Federal Republic of)";"TELEKOM (DE)";"MOVISTAR (PE)";"3";"3";"26201"
"2016/10/30 07:00:00";"Uruguay (Eastern Republic of)";"MOVISTAR (UY)";"MOVISTAR (PE)";"30";"8";"74807"
"2016/10/30 08:00:00";"Aruba";"SETAR GSM (AW)";"MOVISTAR (PE)";"14";"3";"36301"
"2016/10/30 08:00:00";"Italy";"H3G (IT)";"MOVISTAR (PE)";"1";"1";"22299"
"2016/10/30 08:00:00";"Italy";"VODAFONE (IT)";"MOVISTAR (PE)";"23";"15";"22210"
"2016/10/30 08:00:00";"Spain";"VODAFONE (ES)";"MOVISTAR (PE)";"3";"3";"21406"
"2016/10/30 08:00:00";"Brazil";"VIVO (BR)";"MOVISTAR (PE)";"37";"20";"72406"
"2016/10/30 08:00:00";"Brazil";"TIM (SAO PAULO) (BR)";"MOVISTAR (PE)";"1";"1";"72403"
"2016/10/30 08:00:00";"Belgium";"BASE (BE)";"MOVISTAR (PE)";"3";"3";"20620"
"2016/10/30 08:00:00";"Belgium";"MOBISTAR (BE)";"MOVISTAR (PE)";"13";"5";"20610"
"2016/10/30 08:00:00";"Belgium";"PROXIMUS (BE)";"MOVISTAR (PE)";"19";"10";"20601"
"2016/10/30 08:00:00";"Ukraine";"ASTELIT (UA)";"MOVISTAR (PE)";"2";"2";"25506"
"2016/10/30 08:00:00";"Malaysia";"DIGI (MY)";"MOVISTAR (PE)";"2";"1";"50216"
"2016/10/30 08:00:00";"Nicaragua";"TELEFONICA DE NICARAGUA (NI)";"MOVISTAR (PE)";"24";"6";"710300"
"2016/10/30 08:00:00";"Israel (State of)";"PELEPHONE (IL)";"MOVISTAR (PE)";"4";"2";"42503"
"2016/10/30 08:00:00";"Argentine Republic";"MOVISTAR (AR)";"MOVISTAR (PE)";"178";"62";"72207"
"2016/10/30 08:00:00";"Russian Federation";"MEGAFON (RU)";"MOVISTAR (PE)";"6";"3";"25002"
