"Hour";"Subscriber Country Name";"Subscriber Operator Name";"Origin Operator Name";"SUM Transactions";"# Successes";"Prefix"
"2017/01/05 06:00:00";"Brazil";"VIVO (BR)";"MOVISTAR (PE)";"116";"37";"72411"
"2017/01/05 07:00:00";"Hongkong, China";"CHINA MOBILE (HK)";"MOVISTAR (PE)";"8";"1";"45412"
"2017/01/05 07:00:00";"Mexico";"TELCEL (MX)";"MOVISTAR (PE)";"4";"2";"33402"
"2017/01/05 07:00:00";"United Kingdom of Great Britain and Northern Ireland";"H3G (GB)";"MOVISTAR (PE)";"2";"2";"23420"
"2017/01/05 06:00:00";"Mexico";"IUSACELL (MX)";"MOVISTAR (PE)";"13";"7";"334050"
"2017/01/05 06:00:00";"Italy";"TIM (IT)";"MOVISTAR (PE)";"23";"10";"22201"
"2017/01/05 06:00:00";"Canada";"BELL MOBILITY (CA)";"MOVISTAR (PE)";"16";"11";"302610"
"2017/01/05 06:00:00";"Brazil";"VIVO BRATC (BR)";"MOVISTAR (PE)";"28";"9";"72423"
"2017/01/05 06:00:00";"Turkey";"VODAFONE (TR)";"MOVISTAR (PE)";"2";"2";"28602"
"2017/01/05 06:00:00";"Italy";"WIND (IT)";"MOVISTAR (PE)";"26";"18";"22288"
"2017/01/05 07:00:00";"United Kingdom of Great Britain and Northern Ireland";"O2 (GB)";"MOVISTAR (PE)";"52";"22";"23410"
"2017/01/05 06:00:00";"Austria";"H3G AUSTRIA (AT)";"MOVISTAR (PE)";"5";"2";"23210"
"2017/01/05 06:00:00";"United States of America";"AT&T MOBILITY (US)";"MOVISTAR (PE)";"5";"3";"310170"
"2017/01/05 07:00:00";"Spain";"MOVISTAR (ES)";"MOVISTAR (PE)";"24952";"8269";"21407"
"2017/01/05 06:00:00";"India (Republic of)";"TATA DOCOMO (GUJARAT) (IN)";"MOVISTAR (PE)";"2";"1";"405030"
"2017/01/05 07:00:00";"Italy";"TIM (IT)";"MOVISTAR (PE)";"36";"11";"22201"
"2017/01/05 07:00:00";"Korea (Republic of)";"LG UPLUS (KR)";"MOVISTAR (PE)";"2";"2";"45006"
"2017/01/05 06:00:00";"Italy";"VODAFONE (IT)";"MOVISTAR (PE)";"8";"6";"22210"
"2017/01/05 06:00:00";"Japan";"DOCOMO (JP)";"MOVISTAR (PE)";"24";"13";"44010"
"2017/01/05 07:00:00";"Colombia";"OLA - TIGO (CO)";"MOVISTAR (PE)";"102";"35";"732111"
"2017/01/05 06:00:00";"Portugal";"OPTIMUS (PT)";"MOVISTAR (PE)";"3";"1";"26803"
"2017/01/05 07:00:00";"United Kingdom of Great Britain and Northern Ireland";"T-MOBILE UK (GB)";"MOVISTAR (PE)";"2";"2";"23430"
"2017/01/05 06:00:00";"Ukraine";"KYIVSTAR (UA)";"MOVISTAR (PE)";"8";"1";"25503"
"2017/01/05 07:00:00";"Netherlands (Kingdom of the)";"TELFORT (NL)";"MOVISTAR (PE)";"2";"1";"20412"
