"Hour";"Subscriber Country Name";"Subscriber Operator Name";"Origin Operator Name";"SUM Transactions";"# Successes";"Prefix"
"2016/11/09 06:00:00";"Chile";"ENTEL PCS (CL)";"MOVISTAR (PE)";"217";"108";"73001"
"2016/11/09 06:00:00";"Brazil";"VIVO (BR)";"MOVISTAR (PE)";"54";"19";"72406"
"2016/11/09 06:00:00";"Brazil";"VIVO (BR)";"MOVISTAR (PE)";"113";"21";"72411"
"2016/11/09 06:00:00";"Brazil";"VIVO BRATC (BR)";"MOVISTAR (PE)";"5";"2";"72423"
"2016/11/09 06:00:00";"Brazil";"TIM (RIO NORTE) (BR)";"MOVISTAR (PE)";"1";"1";"72402"
"2016/11/09 06:00:00";"Canada";"TELUS (CA)";"MOVISTAR (PE)";"4";"2";"302220"
"2016/11/09 06:00:00";"Canada";"BELL MOBILITY (CA)";"MOVISTAR (PE)";"4";"4";"302610"
"2016/11/09 06:00:00";"Canada";"ROGERS WIRELESS (CA)";"MOVISTAR (PE)";"6";"3";"302370"
"2016/11/09 06:00:00";"France";"BOUYGUES TELECOM (FR)";"MOVISTAR (PE)";"15";"10";"20820"
"2016/11/09 06:00:00";"Jersey";"JERSEY TELECOMS (JE)";"MOVISTAR (PE)";"4";"2";"23450"
"2016/11/09 06:00:00";"Austria";"H3G AUSTRIA (AT)";"MOVISTAR (PE)";"2";"2";"23205"
"2016/11/09 06:00:00";"Belgium";"MOBISTAR (BE)";"MOVISTAR (PE)";"11";"5";"20610"
"2016/11/09 06:00:00";"Ukraine";"ASTELIT (UA)";"MOVISTAR (PE)";"5";"2";"25506"
"2016/11/09 06:00:00";"Costa Rica";"MOVISTAR (CR)";"MOVISTAR (PE)";"10";"8";"71204"
"2016/11/09 06:00:00";"Slovak Republic";"MOVISTAR SLOVAKIA (SK)";"MOVISTAR (PE)";"7";"2";"23106"
"2016/11/09 06:00:00";"Argentine Republic";"MOVISTAR (AR)";"MOVISTAR (PE)";"117";"59";"72207"
"2016/11/09 06:00:00";"India (Republic of)";"IDEA (NORTH EAST) (IN)";"MOVISTAR (PE)";"2";"1";"40470"
"2016/11/09 06:00:00";"India (Republic of)";"AIRCEL (WEST BENGAL) (IN)";"MOVISTAR (PE)";"5";"1";"40492"
"2016/11/09 06:00:00";"India (Republic of)";"VEL VODAFONE (MUMBAI) (IN)";"MOVISTAR (PE)";"1";"1";"40420"
"2016/11/09 06:00:00";"India (Republic of)";"BHARTI AIRTEL (Karnataka) (IN)";"MOVISTAR (PE)";"1";"1";"40410"
"2016/11/09 06:00:00";"Korea (Republic of)";"LG UPLUS (KR)";"MOVISTAR (PE)";"2";"2";"45006"
"2016/11/09 06:00:00";"Korea (Republic of)";"SK TELECOM (KR)";"MOVISTAR (PE)";"1";"1";"45005"
"2016/11/09 06:00:00";"United States of America";"SPRINT PCS (US)";"MOVISTAR (PE)";"140";"71";"310120"
"2016/11/09 06:00:00";"United States of America";"AT&T MOBILITY (US)";"MOVISTAR (PE)";"147";"56";"310410"
"2016/11/09 06:00:00";"South Africa (Republic of)";"VODACOM (ZA)";"MOVISTAR (PE)";"10";"1";"65501"
"2016/11/09 06:00:00";"Philippines (Republic of the)";"SMART (PH)";"MOVISTAR (PE)";"24";"11";"51503"
"2016/11/09 06:00:00";"United Kingdom of Great Britain and Northern Ireland";"O2 (GB)";"MOVISTAR (PE)";"117";"39";"23410"
"2016/11/09 06:00:00";"Australia (including Christmas Island and Cocos-Keeling Islands)";"OPTUS (AU)";"MOVISTAR (PE)";"2";"2";"50502"
"2016/11/09 07:00:00";"Italy";"TIM (IT)";"MOVISTAR (PE)";"10";"8";"22201"
"2016/11/09 07:00:00";"Japan";"KDDI (JP)";"MOVISTAR (PE)";"1";"1";"44051"
"2016/11/09 07:00:00";"Brazil";"TIM (CENTRO SUL) (BR)";"MOVISTAR (PE)";"1";"1";"72404"
"2016/11/09 07:00:00";"Mexico";"TELEFONICA MOVILES (MX)";"MOVISTAR (PE)";"75";"20";"334030"
"2016/11/09 07:00:00";"Sweden";"TELENOR (SE)";"MOVISTAR (PE)";"94";"73";"24008"
"2016/11/09 07:00:00";"Belgium";"BASE (BE)";"MOVISTAR (PE)";"8";"4";"20620"
"2016/11/09 07:00:00";"Denmark";"TDC MOBIL (DK)";"MOVISTAR (PE)";"2";"2";"23801"
"2016/11/09 07:00:00";"Ireland";"VODAFONE (IE)";"MOVISTAR (PE)";"12";"2";"27201"
"2016/11/09 07:00:00";"Jamaica";"DIGICEL (JM)";"MOVISTAR (PE)";"1";"1";"338050"
"2016/11/09 07:00:00";"Ukraine";"ASTELIT (UA)";"MOVISTAR (PE)";"1";"1";"25506"
"2016/11/09 07:00:00";"Ukraine";"KYIVSTAR (UA)";"MOVISTAR (PE)";"3";"3";"25503"
"2016/11/09 07:00:00";"Colombia";"OLA - TIGO (CO)";"MOVISTAR (PE)";"78";"19";"732111"
"2016/11/09 07:00:00";"Czech Republic";"O2 (CZ)";"MOVISTAR (PE)";"6";"3";"23002"
"2016/11/09 07:00:00";"Israel (State of)";"ORANGE (IL)";"MOVISTAR (PE)";"6";"1";"42501"
"2016/11/09 07:00:00";"Argentine Republic";"MOVISTAR (AR)";"MOVISTAR (PE)";"168";"78";"72207"
"2016/11/09 07:00:00";"India (Republic of)";"AIRCEL (WEST BENGAL) (IN)";"MOVISTAR (PE)";"2";"1";"40492"
"2016/11/09 07:00:00";"India (Republic of)";"BHARTI AIRTEL (Madhya Pradesh) (IN)";"MOVISTAR (PE)";"3";"2";"40424"
"2016/11/09 07:00:00";"Korea (Republic of)";"LG UPLUS (KR)";"MOVISTAR (PE)";"2";"2";"45006"
"2016/11/09 07:00:00";"Panama (Republic of)";"TELEFONICA PANAMA (PA)";"MOVISTAR (PE)";"23";"9";"714020"
"2016/11/09 07:00:00";"Indonesia (Republic of)";"TELKOMSEL (ID)";"MOVISTAR (PE)";"8";"2";"51010"
"2016/11/09 07:00:00";"United States of America";"AT&T MOBILITY (US)";"MOVISTAR (PE)";"122";"49";"310410"
"2016/11/09 07:00:00";"China (People's Republic of)";"CHINA MOBILE (CN)";"MOVISTAR (PE)";"15";"11";"46000"
"2016/11/09 07:00:00";"Netherlands (Kingdom of the)";"TELFORT (NL)";"MOVISTAR (PE)";"4";"4";"20412"
"2016/11/09 07:00:00";"Germany (Federal Republic of)";"E-PLUS (DE)";"MOVISTAR (PE)";"27";"3";"26203"
"2016/11/09 07:00:00";"United Kingdom of Great Britain and Northern Ireland";"T-MOBILE UK (GB)";"MOVISTAR (PE)";"1";"1";"23430"
"2016/11/09 06:00:00";"Ghana";"VODAFONE (GH)";"MOVISTAR (PE)";"1";"1";"62002"
"2016/11/09 06:00:00";"Italy";"H3G (IT)";"MOVISTAR (PE)";"3";"1";"22299"
"2016/11/09 06:00:00";"Spain";"ORANGE (ES)";"MOVISTAR (PE)";"35";"17";"21403"
"2016/11/09 06:00:00";"Spain";"VODAFONE (ES)";"MOVISTAR (PE)";"4";"4";"21401"
"2016/11/09 06:00:00";"Brazil";"TIM (SAO PAULO) (BR)";"MOVISTAR (PE)";"4";"4";"72403"
