"Hour";"Subscriber Operator Name";"Origin Country Name";"Origin Operator Name";"SUM Transactions";"# Successes"
"2017/01/05 02:00:00";"MOVISTAR (PE)";"United States of America";"AT&T MOBILITY (US)";"95";"57"
"2017/01/05 02:00:00";"MOVISTAR (PE)";"Italy";"VODAFONE (IT)";"10";"2"
"2017/01/05 01:00:00";"MOVISTAR (PE)";"Uruguay (Eastern Republic of)";"MOVISTAR (UY)";"20";"5"
"2017/01/05 01:00:00";"MOVISTAR (PE)";"Mexico";"NEXTEL (MX)";"7";"4"
"2017/01/05 02:00:00";"MOVISTAR (PE)";"El Salvador (Republic of)";"MOVISTAR (SV)";"1";"1"
"2017/01/05 01:00:00";"MOVISTAR (PE)";"Australia (including Christmas Island and Cocos-Keeling Islands)";"TELSTRA TELECOM (AU)";"1";"1"
"2017/01/05 01:00:00";"MOVISTAR (PE)";"Spain";"MOVISTAR (ES)";"454";"84"
"2017/01/05 02:00:00";"MOVISTAR (PE)";"Colombia";"MOVISTAR (CO)";"395";"56"
"2017/01/05 02:00:00";"MOVISTAR (PE)";"Argentine Republic";"MOVISTAR (AR)";"27";"17"
"2017/01/05 02:00:00";"MOVISTAR (PE)";"Venezuela";"MOVISTAR (VE)";"1";"1"
"2017/01/05 01:00:00";"MOVISTAR (PE)";"Germany (Federal Republic of)";"O2 (DE)";"10";"2"
"2017/01/05 01:00:00";"MOVISTAR (PE)";"Mexico";"TELEFONICA MOVILES (MX)";"74";"21"
"2017/01/05 01:00:00";"MOVISTAR (PE)";"France";"BOUYGUES TELECOM (FR)";"1";"1"
"2017/01/05 01:00:00";"MOVISTAR (PE)";"United States of America";"T-MOBILE (US)";"343";"110"
"2017/01/05 01:00:00";"MOVISTAR (PE)";"Costa Rica";"MOVISTAR (CR)";"7";"2"
"2017/01/05 02:00:00";"MOVISTAR (PE)";"Anguilla";"DIGICEL (AI)";"2";"1"
"2017/01/05 02:00:00";"MOVISTAR (PE)";"France";"SFR (FR)";"2";"1"
"2017/01/05 02:00:00";"MOVISTAR (PE)";"Germany (Federal Republic of)";"O2 (DE)";"10";"2"
