"Hour";"Subscriber Country Name";"Subscriber Operator Name";"Origin Operator Name";"SUM Transactions";"# Successes";"Prefix"
"2016/12/08 05:00:00";"Italy";"WIND (IT)";"MOVISTAR (PE)";"54";"16";"22288"
"2016/12/08 05:00:00";"France";"BOUYGUES TELECOM (FR)";"MOVISTAR (PE)";"5";"5";"20820"
"2016/12/08 05:00:00";"Austria";"H3G AUSTRIA (AT)";"MOVISTAR (PE)";"4";"1";"23205"
"2016/12/08 05:00:00";"Romania";"VODAFONE (RO)";"MOVISTAR (PE)";"9";"2";"22601"
"2016/12/08 05:00:00";"Ukraine";"ASTELIT (UA)";"MOVISTAR (PE)";"1";"1";"25506"
"2016/12/08 05:00:00";"Portugal";"OPTIMUS (PT)";"MOVISTAR (PE)";"1";"1";"26803"
"2016/12/08 05:00:00";"Argentine Republic";"MOVISTAR (AR)";"MOVISTAR (PE)";"483";"147";"72207"
"2016/12/08 05:00:00";"India (Republic of)";"VECL VODAFONE (MAHARASHTRA GOA) (IN)";"MOVISTAR (PE)";"3";"1";"40427"
"2016/12/08 05:00:00";"Korea (Republic of)";"LG UPLUS (KR)";"MOVISTAR (PE)";"2";"2";"45006"
"2016/12/08 05:00:00";"Bulgaria (Republic of)";"MOBILTEL (BG)";"MOVISTAR (PE)";"1";"1";"28401"
"2016/12/08 05:00:00";"Indonesia (Republic of)";"TELKOMSEL (ID)";"MOVISTAR (PE)";"1";"1";"51010"
"2016/12/08 05:00:00";"United States of America";"SPRINT PCS (US)";"MOVISTAR (PE)";"190";"95";"310120"
"2016/12/08 05:00:00";"United States of America";"VERIZON WIRELESS (US)";"MOVISTAR (PE)";"115";"54";"311480"
"2016/12/08 05:00:00";"Netherlands (Kingdom of the)";"T-MOBILE NL (NL)";"MOVISTAR (PE)";"11";"7";"20416"
"2016/12/08 05:00:00";"Germany (Federal Republic of)";"TELEKOM (DE)";"MOVISTAR (PE)";"14";"6";"26201"
"2016/12/08 05:00:00";"United Kingdom of Great Britain and Northern Ireland";"O2 (GB)";"MOVISTAR (PE)";"97";"34";"23410"
