"Hour";"Subscriber Operator Name";"Origin Country Name";"Origin Operator Name";"SUM Transactions";"# Successes"
"2016/12/02 09:00:00";"MOVISTAR (PE)";"Spain";"VODAFONE (ES)";"1";"1"
"2016/12/02 09:00:00";"MOVISTAR (PE)";"France";"BOUYGUES TELECOM (FR)";"2";"1"
"2016/12/02 09:00:00";"MOVISTAR (PE)";"Ecuador";"MOVISTAR (EC)";"25";"6"
"2016/12/02 09:00:00";"MOVISTAR (PE)";"Colombia";"MOVISTAR (CO)";"154";"25"
"2016/12/02 09:00:00";"MOVISTAR (PE)";"India (Republic of)";"BHARTI AIRTEL (Nueva Delhi) (IN)";"1";"1"
"2016/12/02 10:00:00";"MOVISTAR (PE)";"Italy";"VODAFONE (IT)";"4";"3"
"2016/12/02 10:00:00";"MOVISTAR (PE)";"Japan";"DOCOMO (JP)";"1";"1"
"2016/12/02 10:00:00";"MOVISTAR (PE)";"Canada";"BELL MOBILITY (CA)";"1";"1"
"2016/12/02 10:00:00";"MOVISTAR (PE)";"Ecuador";"CONECEL (EC)";"1";"1"
"2016/12/02 10:00:00";"MOVISTAR (PE)";"Jamaica";"DIGICEL (JM)";"3";"1"
"2016/12/02 10:00:00";"MOVISTAR (PE)";"Venezuela";"MOVISTAR (VE)";"2";"1"
"2016/12/02 10:00:00";"MOVISTAR (PE)";"United States of America";"T-MOBILE (US)";"48";"20"
"2016/12/02 10:00:00";"MOVISTAR (PE)";"China (People's Republic of)";"CHINA MOBILE (CN)";"11";"4"
"2016/12/02 10:00:00";"MOVISTAR (PE)";"Netherlands (Kingdom of the)";"KPN (NL)";"1";"1"
"2016/12/02 10:00:00";"MOVISTAR (PE)";"Switzerland (Confederation of)";"SUNRISE (CH)";"1";"1"
"2016/12/02 09:00:00";"MOVISTAR (PE)";"Italy";"TIM (IT)";"1";"1"
"2016/12/02 09:00:00";"MOVISTAR (PE)";"Italy";"WIND (IT)";"2";"1"
"2016/12/02 09:00:00";"MOVISTAR (PE)";"Italy";"VODAFONE (IT)";"3";"3"
"2016/12/02 09:00:00";"MOVISTAR (PE)";"Canada";"TELUS (CA)";"1";"1"
"2016/12/02 09:00:00";"MOVISTAR (PE)";"France";"ORANGE F (FR)";"11";"2"
"2016/12/02 09:00:00";"MOVISTAR (PE)";"Singapore (Republic of)";"STARHUB (SG)";"5";"1"
"2016/12/02 09:00:00";"MOVISTAR (PE)";"United States of America";"T-MOBILE (US)";"48";"23"
"2016/12/02 09:00:00";"MOVISTAR (PE)";"United States of America";"AT&T MOBILITY (US)";"23";"14"
"2016/12/02 10:00:00";"MOVISTAR (PE)";"Spain";"VODAFONE (ES)";"2";"2"
"2016/12/02 10:00:00";"MOVISTAR (PE)";"Mexico";"NEXTEL (MX)";"1";"1"
