"Hour";"Subscriber Country Name";"Subscriber Operator Name";"Origin Operator Name";"SUM Transactions";"# Successes";"Prefix"
"2016/12/10 05:00:00";"Italy";"H3G (IT)";"MOVISTAR (PE)";"31";"10";"22299"
"2016/12/10 05:00:00";"Italy";"WIND (IT)";"MOVISTAR (PE)";"60";"25";"22288"
"2016/12/10 05:00:00";"Japan";"DOCOMO (JP)";"MOVISTAR (PE)";"21";"10";"44010"
"2016/12/10 05:00:00";"Brazil";"VIVO (BR)";"MOVISTAR (PE)";"86";"30";"72410"
"2016/12/10 05:00:00";"Canada";"TELUS (CA)";"MOVISTAR (PE)";"43";"14";"302220"
"2016/12/10 05:00:00";"Canada";"VIDEOTRON (CA)";"MOVISTAR (PE)";"2";"1";"302500"
"2016/12/10 05:00:00";"Canada";"BELL MOBILITY (CA)";"MOVISTAR (PE)";"7";"5";"302610"
"2016/12/10 05:00:00";"Canada";"ROGERS WIRELESS (CA)";"MOVISTAR (PE)";"24";"8";"302370"
"2016/12/10 05:00:00";"France";"SFR (FR)";"MOVISTAR (PE)";"1";"1";"20809"
"2016/12/10 05:00:00";"Mexico";"TELEFONICA MOVILES (MX)";"MOVISTAR (PE)";"137";"42";"334030"
"2016/12/10 05:00:00";"Sweden";"TELENOR (SE)";"MOVISTAR (PE)";"125";"94";"24008"
"2016/12/10 05:00:00";"Austria";"T-MOBILE (AT)";"MOVISTAR (PE)";"4";"1";"23203"
"2016/12/10 05:00:00";"Belgium";"MOBISTAR (BE)";"MOVISTAR (PE)";"23";"11";"20610"
"2016/12/10 05:00:00";"Belgium";"PROXIMUS (BE)";"MOVISTAR (PE)";"23";"11";"20601"
"2016/12/10 05:00:00";"Ecuador";"MOVISTAR (EC)";"MOVISTAR (PE)";"1003";"285";"74000"
"2016/12/10 05:00:00";"Nicaragua";"TELEFONICA DE NICARAGUA (NI)";"MOVISTAR (PE)";"126";"8";"710300"
"2016/12/10 05:00:00";"Czech Republic";"O2 (CZ)";"MOVISTAR (PE)";"9";"2";"23002"
"2016/12/10 05:00:00";"Israel (State of)";"ORANGE (IL)";"MOVISTAR (PE)";"9";"5";"42501"
"2016/12/10 05:00:00";"Russian Federation";"VIMPELCOM (RU)";"MOVISTAR (PE)";"7";"5";"25099"
"2016/12/10 05:00:00";"Korea (Republic of)";"LG UPLUS (KR)";"MOVISTAR (PE)";"6";"3";"45006"
"2016/12/10 05:00:00";"Cyprus (Republic of)";"CYTA (CY)";"MOVISTAR (PE)";"1";"1";"28001"
"2016/12/10 05:00:00";"Guatemala (Republic of)";"TELEFONICA GUATEMALA (GT)";"MOVISTAR (PE)";"32";"4";"70403"
"2016/12/10 05:00:00";"United States of America";"VERIZON WIRELESS (US)";"MOVISTAR (PE)";"120";"66";"311480"
"2016/12/10 05:00:00";"Netherlands (Kingdom of the)";"T-MOBILE NL (NL)";"MOVISTAR (PE)";"11";"5";"20416"
"2016/12/10 05:00:00";"United Kingdom of Great Britain and Northern Ireland";"VODAFONE (GB)";"MOVISTAR (PE)";"21";"14";"23415"
"2016/12/10 05:00:00";"Australia (including Christmas Island and Cocos-Keeling Islands)";"TELSTRA TELECOM (AU)";"MOVISTAR (PE)";"18";"15";"50501"
"2016/12/10 06:00:00";"Chile";"TELEFONICA (CL)";"MOVISTAR (PE)";"961";"399";"73002"
"2016/12/10 06:00:00";"Italy";"H3G (IT)";"MOVISTAR (PE)";"7";"4";"22299"
"2016/12/10 06:00:00";"Italy";"TIM (IT)";"MOVISTAR (PE)";"7";"7";"22201"
"2016/12/10 06:00:00";"Italy";"VODAFONE (IT)";"MOVISTAR (PE)";"8";"5";"22210"
"2016/12/10 06:00:00";"Spain";"VODAFONE (ES)";"MOVISTAR (PE)";"7";"4";"21401"
"2016/12/10 06:00:00";"Brazil";"VIVO (BR)";"MOVISTAR (PE)";"120";"32";"72410"
"2016/12/10 06:00:00";"Brazil";"VIVO (BR)";"MOVISTAR (PE)";"61";"25";"72411"
"2016/12/10 06:00:00";"Brazil";"VIVO BRATC (BR)";"MOVISTAR (PE)";"20";"5";"72423"
"2016/12/10 06:00:00";"Canada";"VIDEOTRON (CA)";"MOVISTAR (PE)";"2";"1";"302500"
"2016/12/10 06:00:00";"Canada";"BELL MOBILITY (CA)";"MOVISTAR (PE)";"15";"7";"302610"
"2016/12/10 06:00:00";"France";"ORANGE F (FR)";"MOVISTAR (PE)";"158";"76";"20801"
"2016/12/10 06:00:00";"France";"BOUYGUES TELECOM (FR)";"MOVISTAR (PE)";"5";"5";"20820"
"2016/12/10 06:00:00";"Mexico";"TELEFONICA MOVILES (MX)";"MOVISTAR (PE)";"88";"25";"334030"
"2016/12/10 06:00:00";"Colombia";"MOVISTAR (CO)";"MOVISTAR (PE)";"19";"7";"732123"
"2016/12/10 06:00:00";"Costa Rica";"MOVISTAR (CR)";"MOVISTAR (PE)";"3";"1";"71204"
"2016/12/10 06:00:00";"Hongkong, China";"CSL LTD (HK)";"MOVISTAR (PE)";"2";"2";"45400"
"2016/12/10 06:00:00";"Israel (State of)";"ORANGE (IL)";"MOVISTAR (PE)";"8";"3";"42501"
"2016/12/10 06:00:00";"Israel (State of)";"CELLCOM (IL)";"MOVISTAR (PE)";"1";"1";"42502"
"2016/12/10 06:00:00";"Argentine Republic";"MOVISTAR (AR)";"MOVISTAR (PE)";"363";"108";"72207"
