"Hour";"Subscriber Country Name";"Subscriber Operator Name";"Origin Operator Name";"SUM Transactions";"# Successes";"Prefix"
"2017/01/08 05:00:00";"China (People's Republic of)";"CHINA MOBILE (CN)";"MOVISTAR (PE)";"26";"10";"46002"
"2017/01/08 06:00:00";"Canada";"TELUS (CA)";"MOVISTAR (PE)";"19";"12";"302220"
"2017/01/08 05:00:00";"Netherlands (Kingdom of the)";"VODAFONE (NL)";"MOVISTAR (PE)";"4453";"1178";"20404"
"2017/01/08 06:00:00";"United Kingdom of Great Britain and Northern Ireland";"T-MOBILE UK (GB)";"MOVISTAR (PE)";"1";"1";"23430"
"2017/01/08 05:00:00";"Netherlands (Kingdom of the)";"KPN (NL)";"MOVISTAR (PE)";"4";"3";"20408"
"2017/01/08 06:00:00";"India (Republic of)";"TATA DOCOMO (TAMILNADU) (IN)";"MOVISTAR (PE)";"33";"1";"405044"
"2017/01/08 05:00:00";"United Kingdom of Great Britain and Northern Ireland";"T-MOBILE UK (GB)";"MOVISTAR (PE)";"3";"1";"23430"
"2017/01/08 05:00:00";"Canada";"TELUS (CA)";"MOVISTAR (PE)";"54";"24";"302220"
"2017/01/08 05:00:00";"Ireland";"VODAFONE (IE)";"MOVISTAR (PE)";"2";"1";"27201"
"2017/01/08 06:00:00";"Germany (Federal Republic of)";"E-PLUS (DE)";"MOVISTAR (PE)";"64";"15";"26203"
"2017/01/08 06:00:00";"Brazil";"TIM (RIO NORTE) (BR)";"MOVISTAR (PE)";"2";"2";"72402"
"2017/01/08 06:00:00";"United Kingdom of Great Britain and Northern Ireland";"H3G (GB)";"MOVISTAR (PE)";"10";"5";"23420"
"2017/01/08 05:00:00";"Brazil";"VIVO (BR)";"MOVISTAR (PE)";"116";"53";"72406"
"2017/01/08 05:00:00";"India (Republic of)";"TATA DOCOMO (UTTAR PRADESH-EAST) (IN)";"MOVISTAR (PE)";"6";"1";"40440"
"2017/01/08 06:00:00";"Argentine Republic";"MOVISTAR (AR)";"MOVISTAR (PE)";"1377";"357";"72207"
"2017/01/08 05:00:00";"Mexico";"TELEFONICA MOVILES (MX)";"MOVISTAR (PE)";"80";"23";"334030"
"2017/01/08 06:00:00";"Panama (Republic of)";"TELEFONICA PANAMA (PA)";"MOVISTAR (PE)";"16";"6";"714020"
"2017/01/08 05:00:00";"Switzerland (Confederation of)";"ORANGE (CH)";"MOVISTAR (PE)";"16";"9";"22803"
"2017/01/08 06:00:00";"Czech Republic";"RADIOMOBIL T-MOBILE (CZ)";"MOVISTAR (PE)";"5";"2";"23001"
"2017/01/08 06:00:00";"Finland";"DNA FINLAND (FI)";"MOVISTAR (PE)";"1";"1";"24412"
"2017/01/08 06:00:00";"Mexico";"TELEFONICA MOVILES (MX)";"MOVISTAR (PE)";"74";"16";"334030"
"2017/01/08 06:00:00";"United States of America";"SPRINT PCS (US)";"MOVISTAR (PE)";"377";"175";"310120"
"2017/01/08 06:00:00";"Chile";"TELEFONICA (CL)";"MOVISTAR (PE)";"2142";"680";"73002"
"2017/01/08 05:00:00";"United Kingdom of Great Britain and Northern Ireland";"O2 (GB)";"MOVISTAR (PE)";"45";"22";"23410"
"2017/01/08 05:00:00";"China (People's Republic of)";"CHINA MOBILE (CN)";"MOVISTAR (PE)";"1";"1";"46007"
"2017/01/08 05:00:00";"Israel (State of)";"ORANGE (IL)";"MOVISTAR (PE)";"3";"2";"42501"
"2017/01/08 05:00:00";"Romania";"VODAFONE (RO)";"MOVISTAR (PE)";"3";"2";"22601"
"2017/01/08 06:00:00";"Mexico";"IUSACELL (MX)";"MOVISTAR (PE)";"55";"10";"334050"
"2017/01/08 05:00:00";"Spain";"MOVISTAR (ES)";"MOVISTAR (PE)";"35552";"12314";"21407"
"2017/01/08 06:00:00";"Brazil";"VIVO (BR)";"MOVISTAR (PE)";"75";"33";"72406"
"2017/01/08 06:00:00";"Netherlands (Kingdom of the)";"VODAFONE (NL)";"MOVISTAR (PE)";"4398";"1167";"20404"
"2017/01/08 05:00:00";"Indonesia (Republic of)";"TELKOMSEL (ID)";"MOVISTAR (PE)";"50";"4";"51010"
"2017/01/08 06:00:00";"China (People's Republic of)";"CHINA MOBILE (CN)";"MOVISTAR (PE)";"43";"12";"46002"
